generation_id,base_meter,form,generated_word_count,candidate_train_docs,nearest_train_id,nearest_train_source_index,nearest_train_base_meter,nearest_train_form,train_normalized_exact,train_word5_jaccard,train_char5_jaccard,train_shared_word8_count,train_shared_word13_count,train_max_copied_word_span,reference_normalized_exact,reference_word5_jaccard,reference_char5_jaccard,reference_shared_word8_count,reference_shared_word13_count,reference_max_copied_word_span,train_copy_flag,train_copy_flag_reasons,reference_copy_flag,reference_copy_flag_reasons
shaer_test_000761,الكامل,تام,193,0,,,,,False,0.0,0.0,0,0,0,False,0.005698,0.04271,0,0,6,False,,False,
shaer_test_000762,الكامل,مجزوء,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.150538,0,0,2,False,,False,
shaer_test_000763,البسيط,تام,35,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024038,0,0,2,False,,False,
shaer_test_000764,الرمل,مجزوء,55,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.002717,0,0,1,False,,False,
shaer_test_000765,البسيط,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0125,0,0,0,False,,False,
shaer_test_000766,الرجز,مجزوء,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.087432,0,0,1,False,,False,
shaer_test_000767,الكامل,تام,26,0,,,,,False,0.0,0.0,0,0,0,False,0.022727,0.281609,0,0,5,False,,False,
shaer_test_000768,الوافر,تام,117,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.021041,0,0,1,False,,False,
shaer_test_000769,الكامل,تام,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02459,0,0,1,False,,False,
shaer_test_000770,الرمل,تام,139,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.033599,0,0,2,False,,False,
shaer_test_000771,الرجز,تام,119,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015538,0,0,1,False,,False,
shaer_test_000772,الرجز,تام,59,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.011655,0,0,1,False,,False,
shaer_test_000773,الرجز,تام,137,1,59889,53370,الرجز,مجزوء,False,0.007299,0.035211,0,0,5,False,0.0,0.028461,0,0,1,False,,False,
shaer_test_000774,الرمل,مجزوء,60,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.009524,0,0,1,False,,False,
shaer_test_000775,الوافر,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.035211,0,0,1,False,,False,
shaer_test_000776,الطويل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.051948,0,0,2,False,,False,
shaer_test_000777,البسيط,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006135,0,0,0,False,,False,
shaer_test_000778,الكامل,تام,69,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.033962,0,0,2,False,,False,
shaer_test_000779,الوافر,تام,46,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.017804,0,0,1,False,,False,
shaer_test_000780,الكامل,تام,8,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0625,0,0,1,False,,False,
shaer_test_000781,الطويل,تام,44,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.009259,0,0,1,False,,False,
shaer_test_000782,الطويل,تام,59,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000783,الطويل,تام,8,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,0,False,,False,
shaer_test_000784,الكامل,مجزوء,130,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.010417,0,0,2,False,,False,
shaer_test_000785,البسيط,مجزوء,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000786,الكامل,تام,169,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00974,0,0,2,False,,False,
shaer_test_000787,الرجز,تام,142,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007653,0,0,1,False,,False,
shaer_test_000788,البسيط,تام,23,0,,,,,False,0.0,0.0,0,0,0,False,0.028571,0.174242,0,0,5,False,,False,
shaer_test_000789,الكامل,تام,60,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.034091,0,0,2,False,,False,
shaer_test_000790,الخفيف,تام,68,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.092593,0,0,4,False,,False,
shaer_test_000791,الرمل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000792,السريع,تام,62,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.033333,0,0,2,False,,False,
shaer_test_000793,الرجز,مجزوء,99,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.03012,0,0,2,False,,False,
shaer_test_000794,الطويل,تام,134,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006873,0,0,1,False,,False,
shaer_test_000795,الطويل,تام,141,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015625,0,0,2,False,,False,
shaer_test_000796,الكامل,مجزوء,58,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.017284,0,0,1,False,,False,
shaer_test_000797,البسيط,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.109589,0,0,3,False,,False,
shaer_test_000798,البسيط,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.055794,0,0,2,False,,False,
shaer_test_000799,البسيط,تام,67,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.051793,0,0,3,False,,False,
shaer_test_000800,البسيط,تام,53,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.009639,0,0,1,False,,False,
shaer_test_000801,البسيط,تام,93,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006309,0,0,1,False,,False,
shaer_test_000802,السريع,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02381,0,0,1,False,,False,
shaer_test_000803,الوافر,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013889,0,0,1,False,,False,
shaer_test_000804,الطويل,تام,85,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015647,0,0,2,False,,False,
shaer_test_000805,البسيط,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.03125,0,0,2,False,,False,
shaer_test_000806,الخفيف,تام,39,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.031359,0,0,2,False,,False,
shaer_test_000807,الطويل,تام,40,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006734,0,0,1,False,,False,
shaer_test_000808,المتقارب,تام,107,0,,,,,False,0.0,0.0,0,0,0,False,0.026455,0.244444,0,0,6,False,,False,
shaer_test_000809,الرمل,مجزوء,51,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.031915,0,0,1,False,,False,
shaer_test_000810,المتقارب,تام,8,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.105263,0,0,1,False,,False,
shaer_test_000811,البسيط,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.094595,0,0,4,False,,False,
shaer_test_000812,الخفيف,تام,113,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.030457,0,0,3,False,,False,
shaer_test_000813,السريع,تام,40,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.089701,0,0,2,False,,False,
shaer_test_000814,الطويل,تام,214,1,12845,11366,الطويل,تام,False,0.004425,0.015569,0,0,5,False,0.0,0.020557,0,0,4,False,,False,
shaer_test_000815,الطويل,تام,81,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.036419,0,0,2,False,,False,
shaer_test_000816,الطويل,تام,130,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0111,0,0,2,False,,False,
shaer_test_000817,الوافر,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.021898,0,0,2,False,,False,
shaer_test_000818,الطويل,تام,166,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.019541,0,0,2,False,,False,
shaer_test_000819,الطويل,تام,38,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.065041,0,0,3,False,,False,
shaer_test_000820,الطويل,تام,35,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.079545,0,0,3,False,,False,
shaer_test_000821,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.104575,0,0,2,False,,False,
shaer_test_000822,البسيط,تام,190,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.020259,0,0,2,False,,False,
shaer_test_000823,الطويل,تام,75,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.001718,0,0,1,False,,False,
shaer_test_000824,الطويل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.035211,0,0,2,False,,False,
shaer_test_000825,الطويل,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.152542,0,0,4,False,,False,
shaer_test_000826,الطويل,تام,136,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.018771,0,0,2,False,,False,
shaer_test_000827,الطويل,تام,164,1,135210,121738,الطويل,تام,False,0.002667,0.00869,0,0,5,False,0.0,0.010647,0,0,1,False,,False,
shaer_test_000828,الطويل,تام,167,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.016204,0,0,2,False,,False,
shaer_test_000829,الطويل,تام,193,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.020077,0,0,2,False,,False,
shaer_test_000830,الطويل,تام,197,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.008391,0,0,1,False,,False,
shaer_test_000831,الوافر,تام,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.096552,0,0,2,False,,False,
shaer_test_000832,الطويل,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.10596,0,0,3,False,,False,
shaer_test_000833,الطويل,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.004274,0,0,1,False,,False,
shaer_test_000834,الوافر,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.021739,0,0,2,False,,False,
shaer_test_000835,السريع,تام,8,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.017544,0,0,1,False,,False,
shaer_test_000836,المتقارب,تام,197,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.030098,0,0,3,False,,False,
shaer_test_000837,الرجز,مجزوء,12,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.084337,0,0,1,False,,False,
shaer_test_000838,السريع,تام,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.050562,0,0,2,False,,False,
shaer_test_000839,الرمل,تام,50,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.047619,0,0,2,False,,False,
shaer_test_000840,البسيط,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.076433,0,0,2,False,,False,
shaer_test_000841,الطويل,تام,75,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.021053,0,0,1,False,,False,
shaer_test_000842,الكامل,تام,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.004425,0,0,2,False,,False,
shaer_test_000843,السريع,تام,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.045455,0,0,2,False,,False,
shaer_test_000844,البسيط,تام,64,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02439,0,0,1,False,,False,
shaer_test_000845,المتقارب,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.102362,0,0,4,False,,False,
shaer_test_000846,الطويل,تام,173,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015138,0,0,2,False,,False,
shaer_test_000847,المتقارب,تام,48,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.067797,0,0,2,False,,False,
shaer_test_000848,الطويل,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.066667,0.240458,1,0,8,False,,False,
shaer_test_000849,الخفيف,تام,61,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.010776,0,0,1,False,,False,
shaer_test_000850,المنسرح,تام,62,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.055336,0,0,3,False,,False,
shaer_test_000851,الطويل,تام,50,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.144509,0,0,4,False,,False,
shaer_test_000852,الطويل,تام,225,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00726,0,0,1,False,,False,
shaer_test_000853,الكامل,تام,93,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.020997,0,0,3,False,,False,
shaer_test_000854,الطويل,تام,26,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006369,0,0,1,False,,False,
shaer_test_000855,الكامل,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.128788,0,0,4,False,,False,
shaer_test_000856,المنسرح,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.052632,0,0,1,False,,False,
shaer_test_000857,البسيط,تام,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.012146,0,0,1,False,,False,
shaer_test_000858,الخفيف,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.049587,0,0,2,False,,False,
shaer_test_000859,الكامل,تام,39,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000860,الكامل,مجزوء,30,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.019139,0,0,1,False,,False,
shaer_test_000861,الكامل,مجزوء,78,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.021467,0,0,1,False,,False,
shaer_test_000862,الكامل,تام,117,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00906,0,0,2,False,,False,
shaer_test_000863,الكامل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.121212,0,0,2,False,,False,
shaer_test_000864,الطويل,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.10219,0,0,3,False,,False,
shaer_test_000865,الخفيف,تام,8,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.148148,0,0,2,False,,False,
shaer_test_000866,الرجز,تام,51,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.111111,0,0,3,False,,False,
shaer_test_000867,البسيط,مخلع,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.058091,0,0,2,False,,False,
shaer_test_000868,الكامل,أحذ,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007634,0,0,1,False,,False,
shaer_test_000869,المتقارب,تام,28,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.055276,0,0,1,False,,False,
shaer_test_000870,الطويل,تام,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006289,0,0,1,False,,False,
shaer_test_000871,الخفيف,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02069,0,0,1,False,,False,
shaer_test_000872,الخفيف,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022901,0,0,1,False,,False,
shaer_test_000873,البسيط,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006579,0,0,0,False,,False,
shaer_test_000874,الخفيف,مجزوء,14,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.01087,0,0,2,False,,False,
shaer_test_000875,الرجز,تام,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.038835,0,0,3,False,,False,
shaer_test_000876,المتقارب,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.038462,0.31068,0,0,5,False,,False,
shaer_test_000877,المتقارب,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.023077,0,0,1,False,,False,
shaer_test_000878,الوافر,تام,9,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000879,الكامل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.031646,0,0,1,False,,False,
shaer_test_000880,المتقارب,تام,116,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.031414,0,0,3,False,,False,
shaer_test_000881,الطويل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.065789,0,0,3,False,,False,
shaer_test_000882,البسيط,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013793,0,0,1,False,,False,
shaer_test_000883,الطويل,تام,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00431,0,0,0,False,,False,
shaer_test_000884,الرجز,تام,88,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.045126,0,0,2,False,,False,
shaer_test_000885,البسيط,مخلع,18,0,,,,,False,0.0,0.0,0,0,0,False,0.086957,0.170213,0,0,6,False,,False,
shaer_test_000886,الرمل,مجزوء,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026882,0,0,1,False,,False,
shaer_test_000887,الوافر,تام,16,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.126126,0,0,3,False,,False,
shaer_test_000888,الطويل,تام,47,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.002915,0,0,1,False,,False,
shaer_test_000889,الوافر,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.152,0,0,3,False,,False,
shaer_test_000890,الخفيف,تام,65,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026667,0,0,2,False,,False,
shaer_test_000891,الطويل,تام,61,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.018519,0,0,1,False,,False,
shaer_test_000892,الطويل,تام,207,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.039946,0,0,3,False,,False,
shaer_test_000893,الطويل,تام,186,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.008246,0,0,1,False,,False,
shaer_test_000894,السريع,تام,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.010471,0,0,1,False,,False,
shaer_test_000895,الطويل,تام,105,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.01467,0,0,1,False,,False,
shaer_test_000896,البسيط,تام,10,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.130435,0,0,3,False,,False,
shaer_test_000897,الكامل,تام,72,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.06,0,0,3,False,,False,
shaer_test_000898,الكامل,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.044444,0,0,1,False,,False,
shaer_test_000899,المتقارب,تام,27,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.166667,0,0,2,False,,False,
shaer_test_000900,المتقارب,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.108333,0,0,3,False,,False,
shaer_test_000901,الرجز,مجزوء,10,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.084211,0,0,1,False,,False,
shaer_test_000902,الطويل,تام,54,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.04067,0,0,2,False,,False,
shaer_test_000903,المتقارب,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.060345,0,0,2,False,,False,
shaer_test_000904,الطويل,تام,10,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.093333,0,0,1,False,,False,
shaer_test_000905,المتقارب,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.058824,0,0,1,False,,False,
shaer_test_000906,الطويل,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006536,0,0,0,False,,False,
shaer_test_000907,الرجز,تام,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.040323,0,0,1,False,,False,
shaer_test_000908,الرجز,تام,40,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.045614,0,0,2,False,,False,
shaer_test_000909,الوافر,تام,54,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.037736,0,0,4,False,,False,
shaer_test_000910,الكامل,تام,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.046512,0,0,1,False,,False,
shaer_test_000911,الكامل,مجزوء,90,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.056856,0,0,3,False,,False,
shaer_test_000912,الطويل,تام,41,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000913,البسيط,تام,80,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.039007,0,0,2,False,,False,
shaer_test_000914,الطويل,تام,134,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.009101,0,0,3,False,,False,
shaer_test_000915,المتقارب,تام,196,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.028696,0,0,2,False,,False,
shaer_test_000916,الطويل,تام,122,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.025375,0,0,3,False,,False,
shaer_test_000917,الرمل,مجزوء,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000918,الوافر,تام,93,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.034833,0,0,2,False,,False,
shaer_test_000919,البسيط,تام,54,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.027778,0,0,2,False,,False,
shaer_test_000920,الكامل,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013605,0,0,0,False,,False,
shaer_test_000921,الطويل,تام,140,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.049953,0,0,3,False,,False,
shaer_test_000922,الوافر,تام,26,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.105263,0,0,2,False,,False,
shaer_test_000923,البسيط,تام,79,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.034417,0,0,3,False,,False,
shaer_test_000924,المديد,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.016667,0,0,1,False,,False,
shaer_test_000925,المنسرح,تام,38,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007605,0,0,1,False,,False,
shaer_test_000926,الطويل,تام,24,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0,0,0,1,False,,False,
shaer_test_000927,الخفيف,مجزوء,46,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.037415,0,0,3,False,,False,
shaer_test_000928,الطويل,تام,67,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.032653,0,0,3,False,,False,
shaer_test_000929,الطويل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.071429,0,0,2,False,,False,
shaer_test_000930,المنسرح,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.02974,0,0,1,False,,False,
shaer_test_000931,السريع,تام,61,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.044386,0,0,2,False,,False,
shaer_test_000932,الطويل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.019355,0,0,1,False,,False,
shaer_test_000933,الخفيف,تام,9,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.4375,0,0,3,False,,False,
shaer_test_000934,المنسرح,تام,81,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00349,0,0,1,False,,False,
shaer_test_000935,الكامل,مجزوء,15,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.056075,0,0,1,False,,False,
shaer_test_000936,الهزج,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.127778,0,0,3,False,,False,
shaer_test_000937,الطويل,تام,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.017964,0,0,1,False,,False,
shaer_test_000938,الطويل,تام,22,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.049383,0,0,3,False,,False,
shaer_test_000939,الكامل,تام,109,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.023047,0,0,3,False,,False,
shaer_test_000940,الكامل,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026549,0,0,1,False,,False,
shaer_test_000941,الطويل,تام,34,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.027668,0,0,2,False,,False,
shaer_test_000942,المجتث,تام,20,0,,,,,False,0.0,0.0,0,0,0,False,0.1,0.163793,0,0,7,False,,False,
shaer_test_000943,الطويل,تام,150,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.00515,0,0,1,False,,False,
shaer_test_000944,الطويل,تام,36,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024793,0,0,2,False,,False,
shaer_test_000945,الطويل,تام,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0125,0,0,2,False,,False,
shaer_test_000946,الكامل,تام,25,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026549,0,0,2,False,,False,
shaer_test_000947,الكامل,تام,10,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.04,0,0,1,False,,False,
shaer_test_000948,الوافر,تام,174,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.003515,0,0,1,False,,False,
shaer_test_000949,البسيط,تام,124,1,103846,93006,البسيط,تام,False,0.005208,0.023022,0,0,5,False,0.0,0.004624,0,0,1,False,,False,
shaer_test_000950,الكامل,تام,42,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.0033,0,0,1,False,,False,
shaer_test_000951,البسيط,تام,168,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.015776,0,0,1,False,,False,
shaer_test_000952,الكامل,تام,21,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.013423,0,0,1,False,,False,
shaer_test_000953,الكامل,تام,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.032258,0,0,2,False,,False,
shaer_test_000954,البسيط,تام,29,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.052863,0,0,1,False,,False,
shaer_test_000955,الكامل,تام,217,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022857,0,0,2,False,,False,
shaer_test_000956,الطويل,تام,111,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024194,0,0,2,False,,False,
shaer_test_000957,البسيط,تام,117,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.026018,0,0,2,False,,False,
shaer_test_000958,الكامل,تام,100,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.004399,0,0,2,False,,False,
shaer_test_000959,الرمل,تام,80,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.024038,0,0,2,False,,False,
shaer_test_000960,البسيط,تام,238,0,,,,,False,0.0,0.0,0,0,0,False,0.002381,0.025149,0,0,5,False,,False,
shaer_test_000961,الطويل,تام,40,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.003817,0,0,1,False,,False,
shaer_test_000962,الكامل,مجزوء,91,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.045226,0,0,2,False,,False,
shaer_test_000963,الكامل,تام,33,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.104072,0,0,2,False,,False,
shaer_test_000964,الخفيف,تام,155,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.03074,0,0,3,False,,False,
shaer_test_000965,الرجز,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.056452,0,0,1,False,,False,
shaer_test_000966,البسيط,تام,31,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.007937,0,0,1,False,,False,
shaer_test_000967,الطويل,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.149254,0,0,4,False,,False,
shaer_test_000968,الوافر,تام,18,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022556,0,0,1,False,,False,
shaer_test_000969,المتقارب,تام,17,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.022901,0,0,1,False,,False,
shaer_test_000970,الطويل,تام,23,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.006757,0,0,1,False,,False,
shaer_test_000971,الرجز,تام,19,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.041958,0,0,2,False,,False,
shaer_test_000972,الخفيف,تام,41,0,,,,,False,0.0,0.0,0,0,0,False,0.0,0.003497,0,0,1,False,,False,
