row_idx,poem_title,poet_name,poem_text_snippet,gold_label,pred_text,pred_label,correct
63921,يا ظالما عقد اليدين مصليا,أبو العلاء المعري,"يا ظالِماً عَقَدَ اليَدَينِ مُصَلِيّاً
مِن دونِ ظُلمِكَ يُعقَدُ الزُنّارُ
أَتَظُنُّ أَنَّكَ لِلمَحاسِنِ كاسِبٌ",قصيدة قصيره,"قصيدة ذم.

المقطع:
أَلا لِلْ",قصيدة ذم,0
122368,,أحمد الصافي النجفي ,"بــعـض الأنـام يـرى الحـقـيـقـة مـرة
فـيـفـر مـنـهـا مـطـبـقـا عنها الفما
كــي لا تــلاحــقــه فـتـدخـل فـاه أو",,"قصيدة هجاء.

المقطع:
أنت نموذج",قصيدة هجاء,0
58298,أقول لما التقينا وهي معرضة,العرجي,"أَقُولُ لَمّا اِلتَقَينا وَهِيَ مُعرِضَةٌ
لِيَهنِكِ اليَومَ مَن تُدنينَ مِن دُوني
إِنّي سَأَمنَحُكِ الهِجرانَ مُعتَزِلاً",قصيدة عامه,"قصيدة غزل.

المقطع:
أَقُولُ",قصيدة غزل,0
12680,داء ألم فخلت فيه شفائي,خليل مطران,"داءٌ ألَمَّ فَخِلْتُ فِيهِ شَفَائِي
مِنْ صَبْوَتِي فَتَضَاعَفَتْ بُرَحَائِي
يَا لَلضَّعِيفَيْنِ اسْتَبَدَّا بِي وَمَا",,"قصيدة حزينه.

المقطع:
أَتَذ",قصيدة حزينه,0
103235,,ابن مكنسة,"أيـام عـودك مـطـلول بـوابـلها
والدهر في غفلةٍ من مسها خبل
تـنـزو إذا قرعتها كف مازجها",,"قصيدة شوق.

المقطع:
ألا يا ليلَ",قصيدة شوق,0
74006,,أبو علي الزوزني الكاتب,"الحـــمـــد لله وشـــكـــراً له
 عـلى المـعافاة من الأبنه
فـليـس فيما المرء يبلى به",,"قصيدة دينية.

المقطع:
ألا يا ليل،",قصيدة دينية,0
213928,كل الأنام من العدالة شاكر,أحمد الماجدي,"كل الأنام من العدالة شاكر
لما لأزهر مصر ولي شاكر
فمن السياسة أن يقدم عاقل",,"قصيدة سياسية.

المقطع:
ألا يا ليل هل",قصيدة سياسية,0
217793,الدورة الدموية,خالد مصباح مظلوم,"لِمَ لستُ أرقص كل يوم رقصا
حتى أعيد عزيمتي للأوجِ؟
ركضٌ ورقص يجعلان خوالجي",,"قصيدة شوق.

المقطع:
ألا يا ليل،",قصيدة شوق,0
143550,,ماء العينين,"من العالَم العلوي إلى العالَم السفلِ
شـبـيـه النـبـي مـعـدومُ حـسٍّ مـع العـقلِ
وكــيــف وقــد أثــنــى عــليــه إلهــنــا",,"قصيدة مدح.

المقطع:
أنتِ الوردة",قصيدة مدح,0
93963,,حيدر الحلي,"ما لهم يا قبرُ قد جدُّوا انصرافا
بـعـدمـا قـد دفـنـوا فيك العفافا
وحــثــوا مــنــكَ عـلى عـيـن العُـلى",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
222207,سِبْتَمْبَرُ,همدان محمد الكهالي,"ًأَبــَتَاهُ قَــدْ نَحـَـرَ الزَّمـَاْنُ نِيَاْقِيْ
وَيــَدُ الْوَفـَـاْ غُلَّتْ إِلَى الْأَعْــناْقِ
سِبْتَمْبَرُ الْمَعْصُوْمِ عَاْدَ مُضَرَّجاً",,"قصيدة رثاء.

المقطع:
أَتَذ",قصيدة رثاء,0
26582,إن ذا يوم سعيد,بهاء الدين زهير,"إِنَّ ذا يَومٌ سَعيدٌ
بِكَ يا قُرَّةَ عَيني
حَيثُ أَبصَرتُكَ فيهِ",قصيدة قصيره,"قصيدة رومنسيه.

المقطع:
أَلاَ",قصيدة رومنسيه,0
229875,سقتني الوصل,السيد عبد الله سالم,"أَلا طَابَ الَّذِيْ سَرَّا
وَأَهْدَى البَرْدَ والجَمْرَا
أَتَانِيْ مِثْلَمَا عِطْرٍ",,"قصيدة غزل.

المقطع:
أَلاَ لَ",قصيدة غزل,0
39378,عليك بالعلم فادخره,الصاحب بن عباد,"عَلَيكَ بِالعِلمِ فَاِدَّخِرهُ
فَعِندَهُ الفَضلُ وَالكَمالُ
العِلمُ إِمّا اِفتَقَرتَ مالٌ",قصيدة قصيره,"قصيدة مدح.

المقطع:
أَلاَ لِل",قصيدة مدح,0
193889,جيش المرسى القديم,محمد محمود العكشية,"حُرَّاسُ مرســـــى البـرِّ! آخـرُ زمـــرةٍ
وقفَـتْ بوجــهِ المــاءِ مثلَ الصـاريــــة
كانوا مئـاتٍ، ثم صاروا في الوغـــــى",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
128786,,اسماعيل سري الدهشان,"قـد كـنت في كتف الأمير وظله
والدهـر لم يـسـدد عـلى طريقي
حـتـى بعدت فنالت الأقدار من",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
72886,,أبو عامر الجرجاني,"صَـبـحـتُ مَـعـهـدَ أُنـسـي  
 أرومُ تَــرويــحَ نَــفْـسـي
فــحــيـنَ وافـيـتُ قـالوا",,"قصيدة شوق.

المقطع:
أَتَذَ",قصيدة شوق,0
51301,أيا من لساني لا يقوم بشكره,الشريف العقيلي,"أَيا مَن لِساني لا يَقومُ بِشُكرِه
وَلا فيهِ ما يَرقى إِلى وَصفِ بَرِّه
تَهَنَّ بِعيدٍ أَنتَ دُرَّةُ تاجِه",قصيدة قصيره,"قصيدة مدح.

المقطع:
أَيا مَن ل",قصيدة مدح,0
193948,فاءٌ أنا,رضوان قاسم,"فَـعِلُـنْ مَـفـاعِـلَـتُـنْ فُـعُــولُـنْ فَــاعِلُـنْ
مُـتَـفَـاعِـلُـنْ مُـسًــتَـفْـعِـلُـنْ أنـا أنـظـمُ
أمضي إلى عَرضِ البحورِ وفي يدي",,"قصيدة عامه.

المقطع:
أَلاَ لِل",قصيدة عامه,0
109781,,عدي بن زيد,"رُبَّ مــــــأمـــــولٍ وراجٍ أَمَـــــلاً
قَد ثَناهُ الدَّهرُ عَن ذاكَ الأَمَل
وفَـــتـــىً مِــن دَولَةٍ مُــعــجِــبَــةٍ",,"قصيدة حزينه.

المقطع:
أَلاَ ل",قصيدة حزينه,0
59020,رأيت اليتامى لا يسد فقورهم,السموأل,"رَأَيتُ اليَتامى لا يَسُدُّ فُقورَهُم
قِرانا لَهُم في كُلِّ قَعبٍ مُشَعَّبِ
فَقُلتُ لِعَبدَينا أَريحا عَلَيهِمِ",,"قصيدة حزينه.

المقطع:
أَلا لِل",قصيدة حزينه,0
160318,,البرح التغلبي,"يـغـتـاب عـرضـي خـاليا
وإذا يلاقينا اقشعرا
يُـبـدي كـلامـاً ليّناً  ",,"قصيدة عتاب.

المقطع:
ألا تذكرني ب",قصيدة عتاب,0
93376,,أشجَع السَلمي,"وَمـا تَـرَكَ المـدّاحُ فـيـكَ مَـقالَةً
وَلا قالَ إِلّا دَونَ ما فيكَ قائِلُ",,"قصيدة مدح.

المقطع:
وَأَحْ",قصيدة مدح,0
222064,وليلةٍ سال بها صُبَيْحُها,ابن دفتر خوان,"وليلةٍ سال بها صُبَيْحُها
والصُبح في المشرق كالسَّيلِ
حتى توهمنا بأنَّ الدجى",,"قصيدة شوق.

المقطع:
ألا يا ليلَ",قصيدة شوق,0
92348,,ابن الحاج النميري,"رَعَـى اللَّهُ نَـجْـداً وَحَـيَّا الخِيَامَا
وَإِنْ هِــيَ هَــاجَــتْ لِقَـلْبِـي غَـرَامَـا
وَرَوَّى بِـعَـيْـنِـيـنِ مِـنْ دَمْـعِ عَـيْـنِـي",,"قصيدة رومنسيه.

المقطع:
أَحْ",قصيدة رومنسيه,0
220008,يا رب أطماعُ الورى لا تنتهي,خالد مصباح مظلوم,"يا رب ساعدني لأنهيَ عيشتي
بالبر والتقوى وكلِّ فضيلةِ
لم أجْنِ أثمار السعادة والهدى",,"قصيدة دينية.

المقطع:
أنتِ التي تمل",قصيدة دينية,0
92203,,الستالي,"أْلمِـمْ بـيـعـرَبَ تُـبـصِـرْ سـيَّد العرَبِ
ومـعـدَن الجـود فـي بُحبوحة الحَسَبِ
والمــهــتـدِي بـدليـلٍ مـن خَـلآئقـه",,"قصيدة مدح.

المقطع:
أْلمِـم",قصيدة مدح,0
231348,أنا في دمائك ثائر,محمد الشيعاني,"من ذا يمل من اللقاء حبيبتي
وأنا الذي أسعى له وأتوق !؟
أما المشاعر فهي نحوكِ ثرة",,"قصيدة غزلية.

المقطع:
ألا يا ليل",قصيدة غزل,0
87546,,المُتَنَبّي,"الحــب مـا مـنـع الكـلام الألسـنـا
وألذ شــكــوى عــاشــقٍ مــا أعــلنــا
ليـت الحـبـيـب الهاجري هجر الكرى",,"قصيدة رومانسية.

المقطع:
ألا يا ليل",,1
99051,,جواد بدقت الأسدي,"لم يضرب ابنُ المصطفى فوق البسي
طــة قــبــةً مــتــفــيـئاً بـظـلالهـا
لكـــنـــهـــا مـــذ زلزلت بـــعـــدوّه",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
151039,,حنا الأسعد,"لمّــا بَـنـو كـرمٍ تـوارى شـهـمـهـم
تـرك الدنـيَّة والنعيم قد اصطفى
ســحَّتــ شــؤونَ الآل مــع أخـدانـهِ",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
96755,,حليمة الحضرية,"لَقَـد كـنـتُ أَخـشى لَو تملّيت خِشيتي
عـليـكَ اللّيـالي مـرّها وَاِنفتالها
فَـأمّـا وَقد أَصبحت في قبضَةِ الرّدى",,"قصيدة حزينه.

المقطع:
أَلاَ ل",قصيدة حزينه,0
163252,جذور الحب ضاربة,طلعت سقيرق,"لأوّل مرةٍ في الحبّ تنفتح الشرايينُ
يذوب الملح عن شفتي
أرى شعباً",,"قصيدة رومنسيه.

المقطع:
أنتِ التي",قصيدة رومنسيه,0
54157,أراك يا هند في مباعدتي,عمر بن أبي ربيعة,"أَراكِ يا هِندُ في مُباعَدَتي
مُعتَلَّةً لي لِتَقطَعي سَبَبي
هِندُ أَطاعَت بِيَ الوُشاةَ فَقَد",قصيدة غزل,"قصيدة فراق.

المقطع:
أَراكِ يا ه",قصيدة فراق,0
57239,ولو أن غير الموت لا قى عدبسا,الطرماح,"وَلَو أَنَّ غَيرَ المَوتِ لا قى عَدَبَّساً
وَجَدِّكَ لَم يَسطِع لَهُ أَبَداً هَضما
فَتىً لَم يَكُن فَقرٌ يَضعضِعُ مَتنَهُ",قصيدة قصيره,"قصيدة رثاء.

المقطع:
وَأَنَا",قصيدة رثاء,0
33919,ماذا تراه يا ابن بشر لمن,عبد المحسن الصوري,"مَاذا تَراهُ يا ابنَ بِشرٍ لمَن
هِمَّتُه ضرَّةُ أَحوالِهِ
تَعلو بِه طَوراً وكَم مِن فَتىً",قصيدة قصيره,"قصيدة حزينه.

المقطع:
أَلا لِل",قصيدة حزينه,0
45011,صروف الليالي لا يدوم لها عهد,صفي الدين الحلي,"صُروفُ اللَيالي لا يَدومُ لَها عَهدُ
وَأَيدي المَنايا لا يُطاقُ لَها رَدُّ
تُسالِمُنا سَهواً وَتَسطو تَعَمُّداً",قصيدة رثاء,"قصيدة حزينه.

المقطع:
أَتَذ",قصيدة حزينه,0
126099,,سعد بن أبي وقاص,"مـعـاوي داؤك الداء العياء
وليـس لمـا تـجـيـء بـه دواء
أيــدعــونــي أبـو حـسـن عـلي",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
254395,هاوية,أدونيس,"أُقبل في هاويةٍ أجهل أن أراها
أخاف أن أراها،
أقبل في هاويةٍ مليئهْ",,"قصيدة حزينه.

المقطع:
أُقبل في ها",قصيدة حزينه,0
186704,عام الأحزان,نوري سراج الوائلي,"عامٌ على وجعِ الآهاتِ يأتينا
ومالكُ الموتِ من آذار يُبكينا
ماذا أقولُ لذكرى ذكرها قيمٌ",,"قصيدة رثاء.

المقطع:
أنتِ التي أ",قصيدة رثاء,0
22528,الحزن منحل ومنعقد,ابن الرومي,"الحزنُ منحلٌّ ومنعَقِدُ
لاثنين ذا باكٍ وذا كَمِدُ
فَمُقَيِّضٌ تشقى الجفون به",قصيدة قصيره,"قصيدة حزينه.

المقطع:
أَلا يا ل",قصيدة حزينه,0
30366,رأيت أنف ابن خنفر وقد,السراج الوراق,"رَأَيتُ أَنفَ ابنِ خُنُفْرٍ وقد
تَطاوَلتْ أَجنابُ حِيطانهِ
أَنْفٌ أَبو الهَوْلِ على جِرْمهِ",قصيدة قصيره,"قصيدة هجاء.

المقطع:
أَلاَ ل",قصيدة هجاء,0
251543,في رثاء النفس,جمال مرسي,"هو العمرُ ساعاتٌ تَمُرُّ ، و لا ندري
أَيُختَمُ بالخيراتِ عُمرٌ أمِ الشَّرِّ
فلا يفرحَنْ لاهٍ و يغتَرُّ ماجِنٌ",,"قصيدة عامه.

المقطع:
أَلاَ لِل",قصيدة عامه,0
125280,,علي الغراب الصفاقسي,"أقُولُ وقد أشاعُوا عنهُ صدّي
وسـدّى لي ثـيـاب ضـنى ووجد
لئن أضـحـى مُجدّا في صُدودي",,"قصيدة عتاب.

المقطع:
ألا يا صاحبي",قصيدة عتاب,0
179496,تقول هذي شفة للبشر,ابن أبي الحديد,"تقول هذي شفة للبشر
وصائد الطير طويل المِنسَر
والطير غير صائد منقار",,"قصيدة هجاء.

المقطع:
أنتِ التي ت",قصيدة هجاء,0
212787,إن عذُبَ المينُ بأفواهِكم،,أبو العلاء المعري,"إن عذُبَ المينُ بأفواهِكم
، فإنّ صِدْقي بفمي أعذَبُ
طَلبتُ للعالَمِ تهذيبَهم",,"قصيدة مدح.

المقطع:
ألا يا ليلَ",قصيدة مدح,0
52660,أشكو إلى الله زماني الذي,ابن الوردي,"أشكو إلى اللّهِ زماني الذي
صرتُ إليهِ وتحيَّرتُ فيهْ
أيُّ امرئٍ جربتُ أهله",قصيدة دينية,"قصيدة عتاب.

المقطع:
ألا يا ليلَ",قصيدة عتاب,0
222921,أأحْبَابَنَا إنْ أجمَعَ البُعْدُ بَعدَكُمْ,أبو بحر الخطي,"أأحْبَابَنَا إنْ أجمَعَ البُعْدُ بَعدَكُمْ
على حربِنَا واستوهنَتْنَا عَسَاكِرُهْ
وغَادَرنَا مُسْتَسلمِينَ لِحِزبِهِ",,"قصيدة فراق.

المقطع:
أَلاَ لِل",قصيدة فراق,0
27928,كففت عن الأنام فمى وكفى,صلاح الدين الصفدي,"كففت عن الأنام فمى وكفى
كأني بت في خرس ورعشه
وكنت متيماً في كل شخص",قصيدة قصيره,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
152874,,شهاب الدين التلعفري,"يـا بَـرقُ عُج من غَيرِ أَينِ
سَـحَـراً بـوادي النَّيـرَيينِ
ولكــم بــه مــن جـنـتـيـن",,"قصيدة شوق.

المقطع:
أَلاَ لِل",قصيدة شوق,0
127117,,ابن دقيق العيد,"دقـت مـعاني حسنكم في الملاحْ
عن نظر الواشي و فهم اللواحْ
لله أيـــام مـــضـــت لي بـــكــم",,"قصيدة شوق.

المقطع:
ألا يا ليل هل",قصيدة شوق,0
173139,التَّحَـــدِي,عزوزي علي أيمنان,"جَدِيدُ الْقُرُونِ الْمَاضِيَّاتِ عَلَى الْأَرْجَحْ
تَشَابَـهَ فِيهَا المٌسْتَجَـــدُّ بِمَا يَبــــْرَحْ
وَعَصْرُكَ هَذَا حَازَ كُلَّ عَجِيبَـــــةٍ",,"قصيدة عامه.

المقطع:
أَتَجَ",قصيدة عامه,0
217490,هدير وهرير,خالد مصباح مظلوم,"حياةُ البحر أشبهُ بالكلابِ
تَظّلُّ تَهِرُّ لو مِنْ طَرْقِ بابِ
ومهما البحر يهدرْ لستُ أخشى",,"قصيدة شوق.

المقطع:
أَتَذَ",قصيدة شوق,0
253,مرامي كل ما تهوى مرامي,الامير منجك باشا,"مَرامي كُل ما تَهوى مَرامي
وَإِن أَكُ فيكَ مَمنوع المَرامي
لَقَد أَحرَمتَني وَصلاً حَلالاً",قصيدة قصيره,"قصيدة عتاب.

المقطع:
أَلاَ تَ",قصيدة عتاب,0
240348,لابسات الشنوف,إبراهيم الأسود,"لابسات الشنوف و الأطواق ِ
جَدَّ منهن في الحشا ما ألاقي
بعد عهد ٍ لهنّ أخلَفَهُ دَهـ",,"قصيدة رثاء.

المقطع:
ألا يا ليل",قصيدة رثاء,0
230618,يا أول الناس للإسلام مرتبة,عبدالحسين صادق,"يا أول الناس للإسلام مرتبة
إلا خديجة ذات الفضل والحسب
أما علي فداع كالنبي له",,"قصيدة مدح.

المقطع:
يا أبا الحسن،",قصيدة مدح,0
9429,يا ضريرا له فؤاد ضرير,الأحنف العكبري,"يا ضريرا له فؤادٌ ضريرٌ
لست من شهر زور بل أنت زور
إن تشرّفت بالقرى أو تكثر",قصيدة ذم,"قصيدة ذم.

المقطع:
يا ضريرا له ف",قصيدة ذم,1
128051,,خليل ناصيف اليازجي,"دَمــعُ العـيـون عـلى تـرابـكَ سـائِلُ
يـا أَيُّهـا الغـصـنُ الرَطيبُ الذابِلُ
هـيـهـاتِ مـا تُـطـفي المَدامِعُ لوعةً",,"قصيدة رثاء.

المقطع:
أَلاَ ل",قصيدة رثاء,0
194546,اول السنه,خالد الفيصل,"اليوم اول السنه وامس آخـر العـام
و الشمـس تشـرق و المـلا لاهــي
في ساحة العمر كل(ن) يقرع طبولـه",,"قصيدة عامه.

المقطع:
أنتِ التي تمل",قصيدة عامه,0
183152,بُكاءُ الحبّ,خالد البدري,"الحبُّ يبَكي قدْ أشهرتُ إِفلاسي
إنَّ الأحبَّةَ صاروا اليومَ عُذّالي
ليسَ الزمانُ زمانَ الحبِّ والشِّعْرِ",,"قصيدة حزينه.

المقطع:
أَلا يا أ",قصيدة حزينه,0
178935,صلاة,غيداء الأيوبي,"صلاة
قَلْبِي عَلَى خَفَقَاتِهِ رَكَعَا
حَيَّا عَلَى نَبْضِ الْجَوَى وَجَعَا",,"قصيدة دينية.

المقطع:
أَحْبُ",قصيدة دينية,0
80153,,ابن شيخان السالمي,"إلا أنَّ خـيـر الخلق من قام بالهدى
وأنـقـذ بـالعـدل الأنـام مـن الردى
ومــن بــذل المــعــروف صـار مُـحـبَّبـاً",,"قصيدة مدح.

المقطع:
ألا يا ليل،",قصيدة مدح,0
109421,,عمرو بن شأس الأسدي,"وَأَنـتَ تَـحُلُّ الرَوضَ رَوضَ قُراقِرٍ
كَعَيناءَ مِرباعٍ عَلى جُؤذَرٍ طِفلِ",,"قصيدة غزلية.

المقطع:
وَأَنـ",قصيدة غزل,0
235254,أحجاج بيت الله ألف تحية,وليد الأعظمي,"أحجاج بيت الله ألف تحية
بأوجهكم نور من الله يسطع
نزلتم ضيوفا في رحاب كريمة",,"قصيدة دينية.

المقطع:
أنتِ التي تمن",قصيدة دينية,0
44987,حرضوني على السلو وعابوا,صفي الدين الحلي,"حَرَّضوني عَلى السَلوِّ وَعابوا
لَكَ وَجهاً بِهِ يُعابُ البَدرُ
حاشا لِلَّهِ ما لِعُذرِيَ وَجهٌ",قصيدة قصيره,"قصيدة عتاب.

المقطع:
أَلاَ لِل",قصيدة عتاب,0
131011,,رشيد أيوب,"يـا غَـديـراً جـاريـاً بـينَ الحُقُول
فـي سـكونِ الليلِ ما هذا الخرير
قُــل بــرَبِّ الخـلقِ هـل أنـتَ رَسـول",,"قصيدة دينية.

المقطع:
أَلاَ لِل",قصيدة دينية,0
123694,,الوزير أبو بكر ابن  القُبطُرنة البطليوسي,"ســـمـــعـــنـــا خـــشـــفــة الخــشــف 
وشـــــمـــــنــــا طــــرفــــة الطّــــرف
وصــــدّقــــنــــا ولم نــــقــــطــــع  ",,"قصيدة قصيرة.

المقطع:
أنتِ الوردة",,1
33720,وقال يوما لعوادي وأضحكه,عبد المحسن الصوري,"وقالَ يَوماً لِعُوَّادِي وأضحَكهُ
ما بِي وقَد كادَ لَولا الحُبُّ يُبكِيهِ
إنِّي لأعرفُ إنساناً يُعالِجُهُ",قصيدة قصيره,"قصيدة غزل.

المقطع:
أَلا يا أَ",قصيدة غزل,0
34356,ما شئت من فدادين,أحمد شوقي,"ما شئت من فدادين
ومن بيوت ومن دكاكين
والذهب الصبّ كل ناحية",قصيدة عامه,"قصيدة مدح.

المقطع:
أنتِ التي تمل",قصيدة مدح,0
114178,,منصور بن اسماعيل الفقيه,"أعــلن وهــبٌ كــرَمــه
فـي وَصـلِه مـن صـرمَه
وَعَــفـوَه عـن كـل مـن",,"قصيدة مدح.

المقطع:
أَتَذَ",قصيدة مدح,0
221365,كن ذا فطنة,أمل العيسى,"أقول الشعر في بعض الليالي
فشعري عدتي زادي عتادي  ""
و ما بيت القصيد سوى رسولٍ""",,"قصيدة عامه.

المقطع:
أقول الشعر في بعض اللي",قصيدة عامه,0
50827,ومله يغني فيغني الفتى,الشريف العقيلي,"وَمُلهٍ يُغَنّي فَيُغني الفَتى
عَنِ المُحسِناتِ بِإِحسانِهِ
يُقَلِّدُ أَدجيادَ أَشعارِنا",قصيدة قصيره,"قصيدة مدح.

المقطع:
وَأَحْ",قصيدة مدح,0
176126,نورُ عيني تركت قلبي جناحا,بشار بن برد,"نورُ عيني تركت قلبي جناحا
يَوْمَ فَارَقْتِنِي فَحَنّ وَنَاحَا
جَوْهَرَ الدُّرِّ لَمْ أنَلْكِ وَلَوْ نِلْـ",,"قصيدة فراق.

المقطع:
أَلاَ لِل",قصيدة فراق,0
201549,كذبة كبرى,هناء علي البواب,"هو تافه
هو دمية متحركة .....
هو لوحة متحجّره .....",,"قصيدة هجاء.

المقطع:
أنت تافه",قصيدة هجاء,0
146513,,ابن فرج الجياني,"علامَ يَنال الشوقُ منك وفيما
إذا بارقٌ من نحو أرضك شِيما
ألا حـبَّذا بـرق يلُوح مُخالِساً",,"قصيدة شوق.

المقطع:
ألا يا ليلَ",قصيدة شوق,0
150285,,محمد الهلالي,"وافــت بــمـجـلى لاح صـبـح جـمـاله
بــشــرى لمــحــمــود بــكــل خـصـاله
غــراء لا زال الزمــان بـكـفـؤهـا",,"قصيدة مدح.

المقطع:
أنتِ الوردة",قصيدة مدح,0
98124,,عبد الرحمن بن يحيى الآنسي,"يـا ليـل عـلمـك بمن عانى السهر
ومـن طـرد بـالقـلق فـيـك الهجوع
ومـن لبـس فـيـك هـمـومـه والفـكر",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
153951,,عمر الرافعي,"لِلَّهِ كَــم سـارَتِ الرُكـبـانُ أَرسـالا
تَــــؤُمُّ أَمَّ القُــــرى لِلَّهِ إِجــــلالا
تـؤمُّ كَـعـبَـة بـيـتٍ مُـذ عـلَت شَـرَفـاً",,"قصيدة دينية.

المقطع:
أَلاَ لِل",قصيدة دينية,0
162255,أمتي,غازي القصيبي,"أمتي
-1-
يقولون: إنك مت",,"قصيدة رثاء.

المقطع:
أمتي
-",قصيدة رثاء,0
87900,,مرج الكحل,"أَبا عَمروٍ مَتى تَقضي اللَيالي
بِـلُقـيـاكُـم وَهُـنَّ قَـصَـصـنَ رِيشي
أَبَـت نَـفـسـي هَـوىً إِلّا شَـريشا",,"قصيدة شوق.

المقطع:
أَلاَ لِل",قصيدة شوق,0
24163,قلت للحسناء همسا,أبو الفضل الوليد,"قُلتُ للحسناءِ هَمسا
قد ملأتِ الأرضَ أُنسا
وصحبتِ الناسَ ركباً",قصيدة غزل,"قصيدة غزل.

المقطع:
ألا يا ليلَ",قصيدة غزل,1
148691,,ابن جُزَي الكلبي محرر رحلة ابن بطوطة,"قــصــتــي فـي الهـوى المـدونـة ال 
 كـبـرى وأخـبـار عـشـقـي المـبسوطه
حــجــتــي فــي الغــرام واضـحـة إذ ",,"قصيدة رومانسية.

المقطع:
أنتِ الورد",,1
179791,الجديدان حاديان حثيثان,محمد بن عبد الله الكوكباني,"الجديدان حاديان حثيثان
وعمر الإنسان في الإرقال
وهما قد لان للناس والناس",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
57783,يا باذلاً رزق الورى ومانعا,عمارة اليمني,"يا باذلاً رزق الورى ومانعا
وخافضاً أقدارهم ورافعا
وقادراً أضحت صروف دهره",قصيدة ذم,"قصيدة سياسية.

المقطع:
يا باذلاً رزق",قصيدة سياسية,0
47964,لا تلمني على الدعابة والمزح,ابن النقيب,"لا تَلُمْني على الدُعابة والمزح
وقصْدِ المُجون في الشِعْر تارَهْ
إِنّما العيشُ ذكرُك العيشَ دعه",قصيدة قصيره,"قصيدة عتاب.

المقطع:
ألا يا صاحبي",قصيدة عتاب,0
190142,ما للزمان قديما طرده انعكسا,عبدالمحسن الحويزي,"ما للزمان قديما طرده انعكسا
وطالع النجم فيه سعده نحسا
وبارق البشر ما افترت مباسمه",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
6219,أفدي الذي شف قلبي,الوأواء الدمشقي,"أَفْدِي الَّذي شَفَّ قَلْبِي
بِغُنْجِهِ وَالتِّيهِ
حَازَ الكَمالَ فَأَضْحى",قصيدة قصيره,"قصيدة مدح.

المقطع:
أَتَذَ",قصيدة مدح,0
58926,تأمل وفكر في المقالات وانصت,محمد الشوكاني,"تَأَمَّلْ وفَكِّرْ في المقَالاتِ وانْصِتِ
وعُدْ عَنْ ضَلالاَتِ التَّعَصُّبِ والْفِتِ",قصيدة قصيره,"قصيدة سياسية.

المقطع:
أَلاَ لِل",قصيدة سياسية,0
135406,,صالح التميمي,"شـــهـــدت لبــأســك يــعــرب ونــزار
قــســمــا لأنـت الفـارس المـغـوار
مـا نـال مـا نـال الوزيـر بـعسكر",,"قصيدة مدح.

المقطع:
ألا يا صاحبي",قصيدة مدح,0
18175,فداؤك نفس عبد أنت مولى,ابن حجاج,"فداؤك نفس عبد أنت مولى
له يرجوك يا خير الموالي
حديثي منذ عهدك بي طويلٌ",قصيدة عامه,"قصيدة مدح.

المقطع:
أنت من يرفعني",قصيدة مدح,0
38883,يا أهل العقول السالمه وأهل القلوب العالمه,ابن طاهر,"يا أهل العقول السالمه وأهل القلوب العالمه
قولوا بهمه عازمه
وبصدق نيه جازمه",قصيدة عامه,"قصيدة مدح.

المقطع:
يا أبا الفضل يا",قصيدة مدح,0
108012,,إبراهيم الأكرمي,"نـقـض الجـرح وكـان انـدمـلا
وامتلا القلب وقد كان خلا
عاده داء الهوى من بعد ما",,"قصيدة حزينه.

المقطع:
ألا يا ليل",قصيدة حزينه,0
118118,,عمر حمد,"قـفـوا حـدثـونـا هـل هـنـالك كوكب
يلوح لنا في الأفق أم ذاك غيهب
رأيـنـا بـروقـا مـن فـروق تلألأت",,"قصيدة شوق.

المقطع:
ألا يا ليل هل",قصيدة شوق,0
146116,,إبراهيم بن المهدي,"يـا خـيـر مـن ذمـلت يـمانية به
بــعــد الرســولِ لآيــسٍ ولطـامـع
وأبر من عبد الإله على التقى",,"قصيدة مدح.

المقطع:
ألا يا ليل،",قصيدة مدح,0
251138,إحساس مضطرب,سعدي يوسف,"أمسِ ،
قلتُ : انتهتْ سنواتُ العذابْ
أنا ظَهري إلى حائطٍ",,"قصيدة حزينه.

المقطع:
أنتِ التي أ",قصيدة حزينه,0
225931,سـأنالُ ضـوءَ الـشَّمسِ والـعذراءِ,علاء خلف,"(سَـأعـيشُ رَغْــمَ الـدَّاءِ والأَعْـداءِ)
سـأنالُ ضـوءَ الـشَّمسِ والـعذراءِ
سأحوكُ منْ نورِ القصيدةِ ميسماً",,"قصيدة رومنسيه.

المقطع:
(أَلا",قصيدة رومنسيه,0
247122,وغدا الصمت ملكاً,عادل البعيني,"يا عينيكِ..
يا لوحةَ شِعرٍ سحريّةْ
يا بوحَ عبيرٍ يغمرني",,"قصيدة رومانسية.

المقطع:
يا أختي،",,1
