row_idx,goal,sol1,sol2,gold_label_idx,pred_text,pred_label_idx,correct
1299,كيف تجفف المنشفة بسرعة؟,بمجرد غسل المنشفة، قم بلفها وصفيها في حوض الاستحمام ثم تجفيفها في المجفف وتعليقها بالخارج بعد ذلك,قبل غسل المنشفة، قم بلفها وصفيها في حوض الاستحمام ثم تجفيفها في المجفف وتعليقها بالخارج بعد ذلك,0,"أ)

الشرح:",0,1
341,كيف تصنعين مكعبات السكر؟,اسكبي كوبًا واحدًا من السكر في وعاء وأضيفي الماء ببطء مع الخلط حتى يصبح رطبًا ورمليًا قليلاً. ضع السكر في مقلاة وشكل السكر إلى كتل سميكة مستطيلة يبلغ حجمها حوالي 5 × 2 بوصة. قم بقص الكتل في منتصف المسافة تقريبًا في نمط شبكي حتى يمكن تقسيمها إلى مكعبات لاحقًا. ضعي القالب في الفرن واخبزيه على حرارة 100 درجة مئوية لمدة ساعة. قم بإزالة المقلاة واترك الكتل لتبرد إلى درجة حرارة الغرفة. قم بتقسيم كتل السكر إلى مكعبات على طول نمط الشبكة الذي سجلته على الكتل قبل الخبز.,ضعي كوبًا واحدًا من السكر في وعاء وأضيفي الماء ببطء مع الخلط حتى ينقع. ضع السكر في مقلاة وشكل السكر إلى كتل سميكة مستطيلة يبلغ حجمها حوالي 5 × 2 بوصة. قم بقص الكتل في منتصف المسافة تقريبًا في نمط شبكي حتى يمكن تقسيمها إلى مكعبات لاحقًا. ضعي القالب في الفرن واخبزيه على حرارة 100 درجة مئوية لمدة ساعة. قم بإزالة المقلاة واترك الكتل لتبرد إلى درجة حرارة الغرفة. قم بتقسيم كتل السكر إلى مكعبات على طول نمط الشبكة الذي سجلته على الكتل قبل الخبز.,0,"أ

الشرح:
الخ",0,1
1677,تجفيف الملابس الصغيرة بدون آلة التجفيف.,ضع العناصر في وعاء السلطة الدوار.,ضع العناصر في وعاء السلطة.,0,"أ)

الشرح:",0,1
1109,للمساعدة في المسمار في الصواميل والمسامير.,تأكد من رشها بالغراء.,تأكد من تشحيمها بخفة.,1,"ب)

الشرح:",1,1
401,كيف أبدأ بالتنظيف أثناء الاستحمام؟,بلل جسمك بالكامل عن طريق الالتفاف ببطء عدة مرات بعيدًا عن الرذاذ للسماح للماء بتغطية جسمك وشعرك بالكامل.,بلل جسمك بالكامل عن طريق الدوران ببطء عدة مرات تحت الرذاذ للسماح للماء بتغطية جسمك وشعرك بالكامل.,1,"ب)

الشرح:",1,1
1350,إنشاء شبكة تصفية.,لف الجوارب الطويلة حول شماعة المعطف السلكية المنحنية في إطار مربع.,لف الجريدة حول شماعة سلكية مثنية في إطار مربع.,0,"أ

الشرح:
الخ",0,1
511,كيفية صنع عصيدة من دقيق الذرة في طباخ بطيء,يُحضر 5 أكواب من الماء، و2 1/2 كوب من الحليب، وملعقتين صغيرتين من ملح الكوشير حتى يغلي على نار خفيفة. تصب في طباخ بطيء مدهون بالزيت سعة 6 لتر. اخفقي 1 1/2 كوب من عصيدة من دقيق الذرة (غير سريعة الطهي) وأضيفي 1 غصن إكليل الجبل و2 ورقة غار. يُغطى ويُطهى على نار خفيفة مع التحريك في منتصف المدة لمدة ساعتين. تخلصي من أوراق إكليل الجبل والغار؛ حرك حتى يصبح ناعما. يُضاف كوب واحد من البارميزان ونصف كوب من المسكربون وملعقتين كبيرتين من الزبدة. الموسم حسب الذوق.,يُحضر 5 أكواب من الماء، و2 1/2 كوب من الحليب، وملعقتين صغيرتين من ملح الكوشير حتى يغلي على نار خفيفة. تصب في طباخ بطيء مدهون بالزيت سعة 6 لتر. أضعاف في ثلاث بيضات في 1 1/2 كوب عصيدة من دقيق الذرة (غير سريع الطهي) وأضف 1 غصن إكليل الجبل و 2 ورقة غار. يُغطى ويُطهى على نار خفيفة مع التحريك في منتصف المدة لمدة ساعتين. تخلصي من أوراق إكليل الجبل والغار؛ حرك حتى يصبح ناعما. يُضاف كوب واحد من البارميزان ونصف كوب من المسكربون وملعقتين كبيرتين من الزبدة. الموسم حسب الذوق.,0,"أ

الشرح:
الخ",0,1
1228,عيدان تناول الطعام,يمكن أن تخدش المرآة,يمكن أن تسحق المرآة,0,"أ)

الشرح:",0,1
600,لاستخدام Nintendo 64 rumble pak.,أدخل العبوة في وحدة التحكم.,أدخل الحزمة في وحدة التحكم.,0,"أ)

الشرح:",0,1
1518,تخلص من الذباب داخل المنزل.,استخدام ومنشة مجداف الإلكترونية منشة الذبابة العادية.,استخدم مضرب تنس عاديًا ومضربًا إلكترونيًا.,0,"أ

الشرح:
الخيار",0,1
358,كيف يمكنني تخزين سماعات الرأس بشكل أنيق؟,استخدمي شماعة البطيخ، من النوع الذي تعلقين عليه الفاكهة لتنضج، وعلقيها هناك.,استخدمي شماعة الموز، من النوع الذي تعلقين عليه الفاكهة حتى تنضج، وعلقيها هناك.,1,"أ)

الشرح:",0,0
1526,طريقة عمل كرات الكيك الصغيرة.,ضعي الكعكة المتجمدة في مصفاة وشكليها بيديك على شكل كرة ناعمة من العجين، ثم ضعيها على عصا المصاصة.,ضعي الكيك المثلج في وعاء وشكلي كرة عجين ناعمة بيديك، ثم ضعيها على عصا المصاصة.,1,"أ)

الشرح:",0,0
837,يمكنك إزالة الحبر من ورقة النحاس إذا ارتكبت خطأً عند وضع الختم عليها,استخدم الغراء الفائق,استخدمي الأسيتون,1,"ب

الشرح:
الأس",1,1
295,للتأكد من أن شقتك تتمتع بخدمة هاتف محمول جيدة،,اجعل المنبه الصغير قويًا عندما تكون إشارتك قوية بدرجة كافية.,إحضار الهاتف الخليوي عند تفقد الشقة للتأكد من الخدمة.,1,"ب

الشرح:
الخيار",1,1
988,كيفية التأكد من أن الأرجوحة متوازنة بشكل جيد؟,إذا كان الوزن على أحد جانبي الأرجوحة يساوي اللوح نفسه، فيمكن استنتاج أن الأرجوحة متوازنة.,إذا كان الوزن على جانبي الأرجوحة متساويًا، فيمكن استنتاج أن الأرجوحة متوازنة.,1,ب) إذا كان الوزن على جان,1,1
1248,كيفية قطع صلصة المارينارا الحمضية,أضف القشدة الحامضة وقليل من العسل.,أضف بضع ملاعق صغيرة من السكر,1,"ب

الشرح:
الخيار",1,1
1549,الليزر,يحرق الوجه,يحرق الهواء,0,"أ

الشرح:
ال",0,1
1113,لإزالة ملصقات علامات الأسعار من أحد العناصر.,حرك مجفف الشعر ببطء فوق المنطقة. سيؤدي ذلك إلى تسخين الورق مما يجعل من السهل تقشيره.,حرك مجفف الشعر ببطء فوق المنطقة. سيؤدي ذلك إلى تسخين الغراء مما يجعل من السهل تقشيره.,1,"ب

الشرح:
الخ",1,1
1005,أرسم دائرة.,ابحث عن علبة أو وعاء بحجم الدائرة التي تريد رسمها. ضع الكائن الذي اخترته في وسط المكان الذي تريد دائرتك فيه. باستخدام قلم رصاص، قم بالتتبع حول الجسم حتى تلتقي علامة الرصاص.,باستخدام البوصلة، قم بوضع السنبلة في وسط المنطقة التي تريد دائرتك بها. الآن أمسك ذلك بيدك اليسرى واسحب القلم الرصاص حول المنتصف حتى تتصل علامات الرصاص.,1,"أ

الشرح:
الخ",0,0
970,ما السطح الذي يمكنني استخدامه لكي القميص بشكل صحيح؟,استخدم سطح الطاولة، فهو يعمل تمامًا مثل طاولة الكي ولا يكلفك الحصول عليه أي شيء.,استخدمي لوح الكي، فهو مصمم للتعامل مع رطوبة وشكل الملابس التي تحتاج للكي.,1,"ب

الشرح:
لوح",1,1
1778,قم بتحديث ورق الصنفرة القديم باستخدام ماكينة الصنفرة اليدوية الكهربائية دون إنفاق أموال إضافية.,عندما يصبح ورق الصنفرة الموجود في ماكينة الصنفرة اليدوية الكهربائية مسدودًا بالحطام، يمكنك التخلص منه أو تجديده. باستخدام إطار مطاطي قديم، قم بتشغيل ماكينة الصنفرة اليدوية الكهربائية وابدأ في صنفرة الإطار المطاطي. تقوم البطة المطاطية بإزالة الحطام من ورق الصنفرة مثل الممحاة دون إنفاق أموال إضافية لشراء ورق الصنفرة الجديد.,عندما يصبح ورق الصنفرة الموجود في ماكينة الصنفرة اليدوية الكهربائية مسدودًا بالحطام، يمكنك التخلص منه أو تجديده. باستخدام إطار مطاطي قديم، قم بتشغيل ماكينة الصنفرة اليدوية الكهربائية وابدأ في صنفرة الإطار المطاطي. يزيل الإطار المطاطي الحطام من ورق الصنفرة مثل الممحاة دون إنفاق أموال إضافية لشراء ورق الصنفرة الجديد.,1,"ب

الشرح:
الخ",1,1
249,لصنع الشامبو الجاف,اخلطي جزءًا من نشا الذرة وجزءًا من الطين الأبيض ونصف جزء من الأروروت لصنع شامبو جاف.,امزج جزءًا من نشا الذرة مع جزء من الطين ونصف جزء من الأروروت لصنع شامبو جاف.,0,"أ

الشرح:
الخ",0,1
1403,اصنع أذرعًا لاصقة لتزيين كعكة أولاف فروزن.,قم بتقطيع السلك الرفيع إلى قطع صغيرة، ثم قم بطرح معجون السكر الأسود على شكل نقانق مع الكرات في النهاية. أدخل السلك بعناية عبر الذراعين ثم استخدم الملعقة لقطع اليدين.,قم بتقطيع السلك الرفيع إلى قطع صغيرة، ثم قم بطرح معجون السكر الأسود على شكل نقانق مع الكرات في النهاية. أدخل السلك بعناية عبر الذراعين ثم استخدم المشرط لقطع اليدين.,1,"ب)

الشرح:",1,1
903,كيف يمكنك بناء جدار الطحلب في حوض السمك الخاص بك المزروع؟,يمكنك بناء جدار طحلبي في حوض السمك الخاص بك عن طريق وضع بضع قطع من الطحالب المائية بين قطعتين من الشبكة البلاستيكية، فقط حتى تبدأ ألياف الطحالب في الظهور. الصقها معًا. قم بتثبيته على جدار حوض السمك الخاص بك باستخدام أكواب الشفط. في غضون أسابيع قليلة، سيبدأ الطحلب في النمو، ليغطي الشبكة بأكملها ويشكل جدارًا طحلبيًا خصبًا.,يمكنك بناء جدار طحلبي في حوض السمك الخاص بك عن طريق وضع بضع قطع من الطحالب المائية بين قطعتين من الشبكة البلاستيكية، فقط حتى تبدأ ألياف الطحالب في الظهور. الصقها معًا. قم بتثبيته على جدار حوض السمك الخاص بك باستخدام أكواب الشفط. في غضون دقائق قليلة، سيبدأ الطحلب في النمو، ليغطي الشبكة بأكملها ويشكل جدارًا طحلبيًا خصبًا.,0,"أ)

الشرح:",0,1
909,كيف أتخلص من مشكلة النمل في غرفة نومي؟,سوف يقتل البوراكس النمل المنزلي ذو الرائحة، وسوف يجذبه السكر البودرة. اصنع طُعمًا للنمل في المنزل عن طريق خلط جزء واحد من البوراكس مع 3 أجزاء من السكر البودرة جيدًا. املأ حاويات صغيرة (مثل أغطية الزجاجات) بطعم النمل محلي الصنع وضعها بالقرب من المكان الذي تشك في دخول النمل إلى منزلك.,سوف يقتل البوراكس النمل المنزلي ذو الرائحة، وسوف يجذبه الحليب المجفف. اصنع طُعمًا للنمل في المنزل عن طريق خلط جزء واحد من البوراكس مع 3 أجزاء من السكر البودرة جيدًا. املأ حاويات صغيرة (مثل أغطية الزجاجات) بطعم النمل محلي الصنع وضعها بالقرب من المكان الذي تشك في دخول النمل إلى منزلك.,0,"أ

الشرح:
الخ",0,1
1638,كيف تذهب إلى ملفك الشخصي على الفيسبوك من الصفحة الرئيسية؟,ابحث عن اسمك في شريط البحث في الأعلى.,انقر على زر الدائرة الذي يوجد به شخص في القائمة السفلية.,1,ب) انقر على زر الد,1,1
959,كيفية فتح جرة مع غطاء عالق؟,قم بمطرقة حافة الغطاء لفتحه.,اضغط برفق على حافة الغطاء في ثلاثة أماكن لفتحه,1,"ب

الشرح:
الخيار",1,1
1624,كيفية قراءة الكتاب الهزلي,ابدأ باللوحة العلوية اليسرى، ثم انتقل إلى اليمين. انتقل لأسفل إلى اللوحة الموجودة أسفل ذلك إلى اليسار. اتبع هذا النمط ونمط الحوار طوال الوقت.,ابدأ باللوحة العلوية اليسرى، ثم انتقل إلى اليمين. انتقل إلى اللوحة الموجودة أسفل ذلك إلى اليسار. اتبع هذا النمط ونمط الحوار طوال الوقت,0,"أ

الشرح:
الخ",0,1
477,كيفية تنظيف ملح الطريق من الأحذية الجلدية,للحفاظ على حذائك الجلدي، اغمسي حفاضة نظيفة يمكن التخلص منها، وغيظًا ناعمًا في محلول واحد لواحد من الماء والخل وامسحي الملح.,للحفاظ على حذائك الجلدي، اغمس قطعة قماش نظيفة وناعمة في محلول واحد من الماء والخل وامسح الملح.,1,"ب

الشرح:
الخيار",1,1
149,لصنع غطاء للعباءة.,قم بخياطة قطعتين من القماش معًا.,ثني القماش فوق رأسك.,0,"أ)

الشرح:",0,1
1795,لعمل شرائط الخيار لفائف السلمون.,قم بقص أطراف الخيار، ثم قم بتشغيل قطاعة الخضار بعناية بالطول لإنتاج أشرطة.,ابدأ من أحد الأطراف واستخدم سكينًا لتقشير الخيار في اتجاه دائري/في اتجاه عقارب الساعة لإنتاج شريط طويل.,0,"أ

الشرح:
الخ",0,1
319,كيف يمكنك الاتصال على هاتف المنزل؟,اضغط لأسفل على مفاتيح الأرقام.,ضع إصبعك على مفاتيح الأرقام.,0,"أ

الشرح:
للت",0,1
1340,كيف ترسم الجدار,استخدم عصا الطلاء لتغطية المزيد من السطح بالتساوي,استخدم أسطوانة الطلاء لتغطية المزيد من السطح بالتساوي,1,"ب

الشرح:
أسط",1,1
610,كيف يمكنك جعل الخبز القديم صالحًا للأكل؟,ضعيها تحت الماء الساخن لمدة ثلاثين ثانية، ثم ضعيها في فرن على حرارة 350 درجة لمدة 5 دقائق.,ضعيها تحت الماء الساخن لمدة ثلاثين ثانية، ثم ضعيها في فرن الميكروويف لمدة 5 دقائق.,0,"أ

الشرح:
الخيار",0,1
1001,لتقطيع عجينة فطيرة البوبتارت,قطع مستطيلات بحجم البوبتارت، حوالي 3 × 5 بوصات,قطع مثلثات بحجم البوبتارت، حوالي 3 × 5 بوصات,0,"أ)

الشرح:",0,1
22,كيف تتأكد من ضبط جميع الساعات في المنزل بدقة؟,احصل على ساعة شمسية كمرجع وضعها خارج النافذة التي تتعرض لأشعة الشمس كثيرًا. استخدم نظام الاتصال والاستجابة مرة واحدة في الشهر، مع وجود شخص واحد متمركز عند الساعة الشمسية الذي يصرخ بالوقت الصحيح واطلب من شخص آخر الانتقال إلى كل ساعة من الساعات الداخلية للتحقق مما إذا كانت تظهر الوقت الصحيح. اضبط حسب الضرورة.,استبدل جميع التقلبات بالساعات الرقمية. بهذه الطريقة، يمكنك تعيينها مرة واحدة، وهذا كل شيء. افحص البطاريات مرة واحدة سنويًا أو إذا لاحظت أن أي شيء يبدو سيئًا بعض الشيء.,1,"ب

الشرح:
الخ",1,1
1348,كيف تعلقين القلادة عندما تفقدين المشبك؟,استخدم مشبك ورق لتأمين الطرفين معًا,استخدم مشبك ربط لتأمين الطرفين معًا,0,"أ)

الشرح:",0,1
1368,كيف تقوم بالدفع المسبق لطلب توصيل البيتزا؟,أعط الشركة معلومات بطاقتك قبل تسليمها.,امنح الشركة أموالك قبل تسليمها.,0,"أ)

الشرح:
الخ",0,1
1697,كيفية تحضير الزجاجات لصنع الساعة الرملية السائلة,لتحضير الزجاجات للساعة الرملية السائلة، قم بلصق الملصقات عليها وتنظيفها إذا كانت لزجة.,لتحضير الزجاجات للساعة الرملية السائلة، قم بقطع الملصقات وتنظيفها إذا كانت لزجة.,1,"ب)

التبرير:",1,1
240,كيفية عقد مباراة لهب يتلاشى,إن حمل عود الثقاب لأعلى سيجعل من السهل والسريع استهلاك الوقود الموجود في عود الثقاب.,إن حمل عود الثقاب لأعلى سيجعل من الصعب عليه استهلاك الوقود الموجود في عود الثقاب.,1,"ب

الشرح:
ع",1,1
1792,كيف يمكنك اغلاق واي فاي؟,أغلق أجهزتك.,افصل جهاز التوجيه حتى لا يكون هناك أي اتصال آخر.,1,"ب

الشرح:
الخيار",1,1
693,سماد,يمكن استخدامها لزراعة النباتات,يمكن استخدامها لزراعة الصخور,0,"أ)

الشرح:",0,1
518,لإنشاء الروسية البيضاء المثالية.,ضعي المزيج الروسي الأبيض والثلج في الخلاط واخلطيه على سرعة عالية لمدة 3 دقائق حتى يصبح ناعمًا.,ضع المكونات الروسية البيضاء معًا في شاكر ورجها واسكبها فوق الثلج.,1,"ب

الشرح:
الخ",1,1
763,كيفية الانتهاء من أرضية بيت الشجرة.,خذ فرشاة ناعمة وقم بتطبيق طبقات من طلاء الرصاص على الأرض.,خذ فرشاة طلاء وقم بتطبيق طبقتين متساويتين من الطلاء على الأرض.,1,"ب

الشرح:
الخ",1,1
813,كيف يمكنك التخلص من ندبات حب الشباب؟,الألوة فيرا. يعتبر جل الصبار الطازج مصدرًا قويًا للفيتامينات التي يمكن أن تساعد على شفاء الجلد وتلاشي الندبات.,الألوة فيرا. يعتبر جل الصبار الطازج مصدرًا قويًا للفيتامينات التي يمكن أن تساعد على غلق الجلد وتلاشي الندبات.,0,"أ)

الشرح:",0,1
487,لطهي المعكرونة والجبن بالكامل في الفرن,اخبزيها على حرارة 428 درجة فهرنهايت لمدة 20 - 25 دقيقة,تُخبز على حرارة 428 درجة مئوية لمدة 20 - 25 دقيقة,0,"أ)

الشرح:",0,1
1753,كيفية صنع خزائن الورشة بسهولة,لإنشاء خزانات سهلة لورشة العمل، ستحتاج أولاً إلى قطع بعض الألواح. القطع التي ستحتاجها هي 9- 10 × 32 بوصة، 6- 10 × 24 بوصة، 6- 3 × 32 بوصة، 3- 2 × 32 بوصة، 3- 3 × 24 بوصة. يمكنك عمل هذه القطع باستخدام فأس.,لإنشاء خزانات سهلة لورشة العمل، ستحتاج أولاً إلى قطع بعض الألواح. القطع التي ستحتاجها هي 9- 10x32 بوصة، 6- 10x24 بوصة، 6- 3x32 بوصة، 3- 2x32 بوصة، 3- 3x24 بوصة. يمكنك إجراء هذه القطع على منشار الطاولة.,1,"ب

الشرح:
الخ",1,1
1813,زخرفة,يمكن تزيين الشجرة,يمكن تزيين المكتب,0,"أ

الشرح:
الخيار",0,1
67,لتشكيل شريط لاصق في دائرة مثالية.,استخدام لكمة طوقا ومطرقة.,استخدم مسمارًا ومطرقة.,0,"ب)

الشرح:",1,0
1509,كيفية الحفاظ على الغلاف البلاستيكي من الطي على نفسه,ضع الغلاف البلاستيكي في الثلاجة، حيث سيكون التعامل مع البلاستيك البارد أسهل.,ضع الغلاف البلاستيكي في الميكروويف، حيث سيكون التعامل مع البلاستيك الساخن أسهل.,0,"أ)

الشرح:",0,1
866,كيف تنهي سوار الحبل المضفر الخاص بك؟,قم بدس الحبال أسفل الحلقات ثم قصها واستخدم ولاعة لإذابة الأطراف.,قم بدس الحبال فوق الحلقات ثم قصها واستخدم ولاعة لإذابة الأطراف.,0,"أ)

الشرح:",0,1
74,لتنظيف الميكروويف الخاص بك دون الحاجة إلى فركه.,املأ وعاء بالماء وضعه في الميكروويف لمدة دقيقتين إلى ثلاث دقائق. سوف يعمل البخار على تفكيك أي جزيئات طعام مجففة لسهولة التنظيف.,املأ وعاءً بالماء وضعه في الميكروويف لمدة ثانيتين إلى ثلاث ثوانٍ. سوف يعمل البخار على تفكيك أي جزيئات طعام مجففة لسهولة التنظيف.,0,"أ)

الشرح:",0,1
1472,كيف تفوز بالنقاش؟,يجادل دون توقف.,لدينا أفضل حالة.,1,"ب

الشرح:
الفوز",1,1
1323,كيف نصنع الأقراط الورقية على شكل قبة؟,بمجرد الانتهاء من صنع أقراط القبة، قم بلفها على شكل كرة باستخدام يديك. ثم غطيها بالغراء.,بمجرد الانتهاء من أقراط القبة، ادفع الورقة للأسفل داخل قالب قبة الريشة. ثم أغلق جانبي القبة باستخدام الغراء الشفاف.,1,"ب

الشرح:
الخ",1,1
663,صَحن,ويمكن استخدامها لتناول الحبوب,يمكن استخدامها للتحدث مع الحبوب,0,"أ)

الشرح:",0,1
1803,رف,يمكن أن يحمل كتابا,يمكن أن يحمل الحليب,0,"أ

الشرح:
ال",0,1
800,كيف يمكنني قطع الكعكة بشكل مثالي وعدم تلطيخ طبقة التزيين اللذيذة؟,استخدم حاجز الأسنان، وانشر ذهابًا وإيابًا بلطف حتى تصل إلى قاع الكعكة، وسوف تقطع بشكل أفضل من السكين.,استخدم خيط تنظيف الأسنان، وانشره ذهابًا وإيابًا بلطف حتى تصل إلى قاع الكعكة، وسوف تقطع بشكل أفضل من السكين.,1,"ب

الشرح:
الخيار",1,1
584,لطهي خليط التفاح المفروم،,ضعه في قدر على الموقد، وأشعل الموقد على نار عالية، واحتفظ بخليط التفاح هناك، يغلي، دون التقليب على الإطلاق حتى يصبح حجمه أقل.,ضعي القدر على الموقد، ثم ضعي الموقد على نار عالية، ثم على نار متوسطة إلى منخفضة عندما يبدأ في الغليان، مع التحريك حتى يقل الحجم.,1,"ب

الشرح:
الخيار",1,1
1252,كيف يمكنك قطع عصا طين البوليمر المخبوزة لصنع رشات من الطين؟,اضغط على ماكينة الحلاقة في العصا على بعد حوالي 1/12 بوصة من نهاية العصا. مارس الضغط حتى تقطع ماكينة الحلاقة جزئيًا خلال عصا الطين.,اضغط على ماكينة الحلاقة في العصا على بعد حوالي 1/12 بوصة من نهاية العصا. مارس الضغط حتى تقطع ماكينة الحلاقة بالكامل خلال عصا الطين.,1,ب) اضغط على ماك,1,1
608,يمكنك إرفاق الخطوط بإطار خشبي,استخدم جهاز دريميل لضرب الخطوط في مكانها الصحيح,استخدم مطرقة لضرب الخطوط في مكانها الصحيح,1,"ب)

الشرح:",1,1
185,كيف يتم تحضير بيض الدجاج الطازج؟,استخدمي الماء الدافئ، وليس الماء البارد. يمكن أن يتسبب الماء الدافئ في تمدد محتويات البيضة على القشرة، مما يساعد على منع دخول البكتيريا عبر القشرة. لا داعي لاستخدام الصابون القاسي أو المبيضات أو الخل... فالماء الدافئ يكفي.,استخدمي الماء الدافئ، وليس الماء البارد. يمكن أن يتسبب الماء الدافئ في تمدد محتويات البيضة على القشرة، مما يساعد على منع دخول البكتيريا عبر القشرة. لا داعي لاستخدام الصابون القاسي أو المبيضات أو الخل... فالماء البارد يكفي.,0,"أ)

الشرح:",0,1
267,كيف يمكنني تحضير البيض لعجة سهلة؟,اكسري البيض وافرغيه في وعاء، ثم أضيفي الماء والملح والفلفل واخفقيهم معًا بالشوكة أو بالخفق حتى يصبح المزيج ناعمًا وممتزجًا بالكامل.,ضعي البيض في وعاء، ثم اسحقيه وأضيفي الماء والملح والفلفل، واخفقيهم معًا بالشوكة أو بالخفق حتى يصبح المزيج ناعمًا وممتزجًا بالكامل.,0,"أ

الشرح:
الخ",0,1
724,كيف يمكنني أن أحافظ على مرآة الحمام من الضباب؟,امسحي بكريم الحلاقة.,امسح بشفرة الحلاقة.,0,"أ)

الشرح:",0,1
1271,كيف يمكنك قطع كعكة بدقة؟,قم بتشغيل السكين الذي تستخدمه للقطع تحت الماء الساخن، ثم جفف السكين واقطع، كرر ذلك حسب الحاجة.,قم بتشغيل السكين الذي تستخدمه للقطع تحت الماء البارد، ثم جفف السكين واقطع، كرر ذلك حسب الحاجة.,0,"ب

الشرح:
يجب",1,0
977,تفريغ طفاية حريق,سحب دبوس. أمسك الطفاية من المقبض مع توجيه الفوهة بعيدًا عنك، اضغط على الزناد. الضغط بسرعة وبقوة.,سحب دبوس. أمسك الطفاية من المقبض مع توجيه الفوهة بعيدًا عنك، اضغط على الزناد. الضغط ببطء وبشكل متساو.,1,"أ

الشرح:
عند",0,0
1360,طريقة عمل معكرونة بالجبنة.,اصنعي رو الجبن في وعاء كبير. في وعاء منفصل، تُسلق حزمة المعكرونة حتى تنضج وتوضع جانباً. تُمزج المعكرونة مع الرو في طبق خبز كبير. ندخلها الفرن على حرارة 450 لمدة 20 دقيقة. ثم أنت على استعداد للخدمة.,اصنعي رو الجبن في وعاء كبير. في وعاء منفصل، تُسلق حزمة المعكرونة حتى تنضج وتوضع جانباً. تُمزج المعكرونة مع الرو في طبق خبز كبير. تطهى في فرن هولندي على حرارة 450 لمدة 20 دقيقة. ثم أنت على استعداد للخدمة.,0,"أ

الشرح:
الخ",0,1
871,كيف يمكنني صنع مضخم صوت منزلي بتكلفة زهيدة لموسيقى هاتفي المحمول؟,قم بقطع فتحة كبيرة بما يكفي ليتناسب الهاتف مع أنبوب المناشف الورقية، ضع كوبًا بلاستيكيًا يمكن التخلص منه على كل طرف من طرفي الأنبوب (اقطع فتحة كبيرة بما يكفي ليناسب الأنبوب)، وهذا سيجعل موسيقاك عالية و أمسك الهاتف في مكانه.,قم بقطع فتحة كبيرة بما يكفي ليتناسب الهاتف مع منشفة ورقية، ضع كوبًا بلاستيكيًا يمكن التخلص منه على كل طرف من طرفي المنشفة (اقطع فتحة كبيرة بما يكفي ليناسب الأنبوب)، وهذا سيجعل موسيقاك عالية وتستمر الهاتف في مكانه.,0,"أ)

الشرح:",0,1
1343,كيف تتحدث في الميكروفون دون التسبب في تشويه.,أمسك الميكروفون بالقرب من فمك ولكن دون لمسه.,أمسك الميكروفون بالقرب من شفتيك وتأكد من لمسهما.,0,"أ

الشرح:
الخيار",0,1
945,كيف يمكنني إصلاح لطخة طلاء الأظافر؟,افركي فوقها قطعة قطن مبللة بمزيل طلاء الأظافر.,افركي قطعة قطن مبللة بالماء فوقها.,0,"أ)

الشرح:",0,1
1637,تحسين شكل التشغيل.,حاول الركض بهدوء لتقليد الشكل المناسب.,حاول الركض بصوت عالٍ لتقليد الشكل المناسب.,0,"أ)

الشرح:",0,1
204,كيفية فك حقيبة الظهر؟,أمسك لسان السحاب بقوة بأصابعك وارفعه واسحبه باتجاه الجانب الآخر من حقيبة الظهر حتى تصبح حقيبة الظهر مفتوحة بالكامل,أمسك لسان السحاب بقوة بأصابعك وارفعه واسحبه باتجاه نفس الجانب من حقيبة الظهر حتى يتم إغلاق حقيبة الظهر بالكامل,0,"أ)

الشرح:",0,1
1079,كيف يمكنك تزيين قميص قديم لإضفاء حياة جديدة عليه؟,يمكن إضفاء حياة جديدة على القمصان القديمة باستخدام طلاء القماش أو أقلام التحديد لإضافة تصميمات أو حتى شعارات.,يمكن إضفاء حياة جديدة على القمصان القديمة باستخدام طلاء السيارات أو أقلام التحديد لإضافة تصميمات أو حتى شعارات.,0,"أ)

الشرح:",0,1
174,كشف ضوضاء السيارة الغريبة.,تسجيل الضوضاء لإظهار ميكانيكي.,تقليد الضوضاء للميكانيكي.,0,أ) تسجيل الضوضاء,0,1
1589,لتبريد مقلاة الحديد الزهر بعد الخبز,اتركها تبرد في الفرن بعد التسخين,تشغيل تحت الماء البارد بعد التسخين,0,"ب

الشرح:
الخيار",1,0
1296,للاكتئاب شخص ما؟,اجعلهم غاضبين,اجعلهم حزينين,1,"ب

الشرح:
ال",1,1
1176,إزالة الطلاء من الجلد,اسكبي كمية صغيرة من مزيل طلاء الأظافر في طبق، وانقعي بشرتك به لمدة ساعتين.,افركي زيت الأطفال بحركة دائرية حتى يزول كل شيء.,1,"ب

الشرح:
الخ",1,1
330,كيفية التأكد من عزل جميع أجزاء الجدار.,باستخدام علبة رش العزل، قم برش الأجزاء التي فقدت العزل في الجدار حتى تتم تغطية كل شيء.,باستخدام علبة من رغوة الرش، قم برش الأجزاء التي فقدت العزل في الجدار حتى تتم تغطية كل شيء.,0,"ب

الشرح:
الخيار",1,0
225,قم بإزالة الدهانات الزيتية من أدوات وفرش الرسم.,لإزالة الدهانات الزيتية من أدوات وفرش الرسم، يجب استخدام الخل أو حتى عصير المخلل. الماء لن ينجح.,لإزالة الدهانات الزيتية من أدوات وفرش الطلاء، يجب استخدام مخفف الطلاء أو حتى البنزين. الماء لن ينجح.,1,"ب

الشرح:
الخل",1,1
1506,بوبي دبوس,يمكن أن تخترق الإبرة بسهولة,أمسك الشعر بدلاً من الإبرة للسلامة,1,"ب

الشرح:
الخ",1,1
