row_idx,question,sol1,sol2,sol3,sol4,gold_label_idx,pred_text,pred_label_idx,correct
140,ما هي الوظيفة الرئيسية للخلايا الضوئية التي تتمتع بالتمثيل الضوئي في داخل النبات؟,تحويل الأكسجين إلى ثاني أكسيد الكربون,تحطيم السكر إلى مواد كيميائية يمكن استخدامها,تحويل الطاقة من أشعة الشمس إلى طاقة غذائية,السماح بمرور ثاني أكسيد الكربون إلى النبات,2,ج) تحويل الطاقة من أش,2,1
426,يستخدم الطلاب ملقطًا وعدسة مكبرة لفحص قطعة من العفن على الخبز. ما الذي يجب عليهم أن يستخدموه أيضًا للسلامة في هذه الدراسة؟,ضوء ساطع,نظارات سوداء,أقنعة التنفس,أطباق ساخنة,2,ج) أقنعة التنفس,2,1
721,ما الذي ستستخدمه على الأرجح لدراسة نمو حشرة مع مرور الوقت؟,ساعة تقيس الثواني,عدسة يدوية مزودة بعدسة كبيرة,عدة حشرات تتغذى على حشرات أخرى,حوض زجاجي يحتوي على الطعام للحشرة,3,د) حوض زجاجي,3,1
539,إذا أعطى ذرة من الهيدروجين الكترونًا واحدًا ، فما هو شحنتها الكلية؟,- 1,1,-2,2,1,"ب) 1

الشرح",1,1
278,ما هو العملية المسؤولة عن أطول فترة تستغرقها عملية الدورة الكربونية؟,انبعاث النفايات,تنفس الحيوانات,التمثيل الضوئي في النباتات,تكوين الوقود الأحفوري,3,د) تكوين الوقود الأح,3,1
991,اكتشف علماء يدرسون مجموعة من تدرجات الجلد الصغيرة الشابة مئات الإصابات بالديدان الدموية. كيف ستؤثر هذه الديدان الدموية على الطيور الصغيرة بشكل أكبر؟,من خلال تحوير صفات الجينات الخاصة بالطيور,من خلال تغيير سلوك الطيور الاجتماعي,عن طريق تقليل الصحة العامة للطيور,من خلال تزايد الطاقة المتاحة للطيور,2,ج) عن طريق تقليل الصحة,2,1
802,يزرع المزارعون أنواعًا مختلفة من المحاصيل. ما هي العامل الأكثر تأثيرًا على نوع المحصول الذي يزرعه المزارع؟,عمق التربة,كمية الأمطار,كمية الأرض المتاحة,عدد البذور المتاحة,1,ج) كمية الأرض المتاحة,2,0
879,في الربيع وأوائل الصيف، يحك الدببة ظهورهم على الأشجار لإزالة فرو الشتاء. هذا مثال على حيوان يستجيب لبيئته.,إكمال دورة حياته,بدء السبات الشتوي,الاستجابة لبيئته,التحضير للهجرة,2,ج) الاستجابة لبيئ,2,1
1132,يوجد نوعان من البورون الطبيعي ، وهما بورون-10 وبورون-11. ما هي الفرق بين ذرة البورون ذات الكتلة الذرية 10 وحدات كتلة ذرية (أمو) وذرة البورون ذات الكتلة الذرية 11 أمو؟,كمية النيوترونات,عدد الإلكترونات,حجم البروتونات والنيوترونات,حجم الإلكترونات وسحابة الإلكترونات,0,أ) كمية النيوتر,0,1
517,أي الصفات التي من المحتمل أن تتطور عند نوع من الحيوانات اللاحمة الليلية بمرور الوقت للبقاء على قيد الحياة في البرية؟,حجم صغير,أسنان مسطحة وطحن,رؤية وسمع حاد,مقاومة التغييرات الجوية,2,ج) رؤية وسمع ح,2,1
327,لقد عثر أحد الطلاب على دودة تحت بعض الأوراق وكتب ملاحظات حول الدودة في دفتر الملاحظات. ما هو الحقيقة التي يمكن العثور عليها في دفتر الطالب؟,الدودة تشعر بالبرد.,الدودة هي آكلة حيوانات.,الدودة لديها 33 جزءًا.,الدودة لديها قلب يتكون من أربعة أجنحة.,2,ج) الدودة لديها,2,1
453,ما الذي يحدث خلال التخصيب في الحيوانات؟,إنتاج الحيوانات المنوية و البويضات,الانضمام بين الحيوانات المنوية والبويضة,تقسيم البويضة,تطور الجنين,1,ب) الانضمام بين الحي,1,1
804,ما هو السبب الرئيسي الذي يفسر لماذا تؤثر المحيطات بشكل كبير على الطقس فوق القارات؟,تتحرك أمواج المحيط بسهولة أكثر من صخور القارات.,يحتوي المحيط على مجموعة أوسع من الكائنات الحية مقارنة بالقارات.,يخزن المحيطات وينقل كمية أكبر من الحرارة مقارنة بالقارات.,ماء المحيط يحتوي على مزيد من الملح مقارنة بمعظم مياه البحيرات القارية.,2,ج) يخزن المحيطات,2,1
398,ربما يواجه الحيوانات من نفس النوع صعوبة في التعرف على بعضها البعض. ما هي التكيفات الأكثر احتمالاً التي وضعت لمساعدة الحيوانات على التعرف على بعضها البعض؟,القدرة على الهجرة,القدرة على التمويه,القدرة على إنتاج روائح الجسم,القدرة على إنتاج نفايات الجسم,2,ج) القدرة على إنتاج رو,2,1
855,المصابيح الكهربائية تختلف في قدرتها على استخدام الطاقة الكهربائية بكفاءة. قارنت أليسيا كمية الطاقة الكهربائية المطلوبة لإضاءة مصباح فلورسنت ومصباح لمبة إنكانديسنت. أي وحدات ستستخدم أليسيا لمقارنة استخدام الطاقة الكهربائية؟,نيوتن,جول,فولت,واط,1,"ب) جول

الشرح",1,1
325,العدوى التي تسببها الجروح على الجلد نتيجة مباشرة لـ,تحور الجينات.,رد فعل تحسسي.,نمو الأنسجة.,غزو الخلايا الأجنبية.,3,د) غزو الخلايا,3,1
960,الكلاب والقطط هما حيوانات لديها بنيات جسدية متشابهة لكنهما لا يتزاوجان مع بعضهما البعض. تصنف هاتان الحيوانات في,نفس المملكة ونفس النوع,نفس المملكة، ولكن أنواع مختلفة,مملكات مختلفة، ولكن نفس النوع,مملكات وأنواع مختلفة,1,ب) نفس المملكة، ولكن أنواع,1,1
658,ما الذي يدل على أن سلسلة الأحافير تمثل تطور الحصان؟,تم العثور على جميع الأحافير في نفس طبقات الصخور التي تم العثور عليها فيها أحافير الحصان.,كل الأحافير مطابقة تمامًا لعظام الحصان.,تظهر جميع الأحافير تشابهًا في الهياكل مع الحصان الحديث.,كانت جميع الأحافير في نفس الموقع على الأرض الذي يتواجد فيه الحصان.,2,ج) تظهر جميع الأحاف,2,1
80,أي قطعة معدات ستستخدم لقياس حجم المطر في مقياس المطر؟,ميزان الصواني المزدوجة,أسطوانة مدرجة,مسطرة بالسنتيمتر,ميزان حرارة,1,ب) أسطوانة مدر,1,1
61,يخلط الطالب الخل والصودا الحمضية لاستخدامها في نموذج بركان. تسبب المزيج في ان يشعر النموذج البركاني بالبرودة عند اللمس. ما هي التحولات الطاقية التي حدثت؟,تغير الطاقة الضوئية إلى طاقة حرارية,تحولت الطاقة الحرارية إلى طاقة كيميائية,تحولت الطاقة الكيميائية إلى طاقة حرارية,تحولت الطاقة الكيميائية إلى طاقة ضوئية,1,ج) تحولت الطاقة الكيم,2,0
1105,متى يمكن حدوث الكسوف الشمسي والكسوف القمري؟,أثناء القمر الكامل فقط,أثناء القمر الكامل والجديد فقط,أثناء القمر المنخفض الزهري فقط,أثناء القمر العالي الزهري فقط,1,ب) أثناء القمر الكامل,1,1
393,في أي المجالات يمكن العثور على الكائنات الحية الأحادية الخلية التي تسبب الأمراض؟,العوائل الحقيقية والحقيقية النووية,البكتيريا والحقيقية النووية,العوائل الحقيقية والبكتيريا,العوائل الحقيقية والبكتيريا والحقيقية النووية,1,د) العوائل الحقيق,3,0
895,ما هي التغيير الفيزيائي؟,حرق قطعة خشب,تغير لون سقف النحاس,تكون الصدأ على سياج حديدي,تمزيق ورقة ورق,3,د) تمزيق ورقة,3,1
628,أيهما يصف بشكل أفضل تحول الطاقة في الفلاشلايت؟,الطاقة الكيميائية إلى الطاقة الصوتية,الطاقة الكيميائية إلى الطاقة الإشعاعية,الطاقة الكهربائية إلى الطاقة النووية,الطاقة الكهربائية إلى الطاقة الميكانيكية,1,ب) الطاقة الكيميائية,1,1
1118,يتم الحفاظ على خيوط مصباح الفلورسنت الحراري عن طريق ملء المصباح بغاز منخفض الكثافة ، غير ردائ. من أي مجموعة عناصر على الجدول الدوري يتم اختيار هذا الغاز بشكل أكبر؟,1 (1أ),2 (2أ),17 (7أ),18 (8أ),3,د) 18 (8,3,1
645,قام الطلاب بتحضير عصير الليمون باستخدام الوصفة التالية: 100 جرام عصير ليمون 100 جرام سكر 1000 جرام ماء قام الطلاب بمزج عصير الليمون والسكر والماء في حاوية، ثم قاموا بالتحريك حتى يذوب السكر. ثم صبّوا عصير الليمون في صينية بلاستيكية ووضعوها في المجمّد. في اليوم التالي، قام الطلاب بإخراج الصينية من المجمّد ولّوحظ أن عصير الليمون قد تحوّل إلى صلب. أيّ من العبارات التالية تفسّر بشكلٍ أفضل لماذا تحوّل عصير الليمون إلى وصفةٍ صلبة؟,تم تبريد عصير الليمون إلى 100 درجة مئوية.,تم تسخين عصير الليمون إلى 100 درجة مئوية.,تم تبريد عصير الليمون تحت 0 درجة مئوية.,تم تسخين عصير الليمون فوق 0 درجة مئوية.,2,ج) تم تبريد عصير,2,1
824,ما هو مثال على سلوك تعلّم؟,يصطاد النمر الغزال.,تهرب الفأر من الكويوت.,يسبح السمكة السلمون في النهر.,يطرق النحات الخشب للبحث عن الحشرات.,0,د) يطرق النحات,3,0
734,الفراء الكثيف على الثدييات يحتفظ بالحرارة بالقرب من جسم الحيوان. أي نوع من البيئات هو الأنسب للثدييات ذات الفراء الكثيف؟,مستنقع مالح,سهل مجمد,شاطئ رملي,غابة مطيرة رطبة,1,ب) سهل مجمد,1,1
460,ولدت ستة جراء في نفس الوقت. بعد 6 أشهر، كان أحد الجراء أثقل بكثير من الآخرين. ما هو الشرح الأكثر احتمالًا للفرق في الحجم لهذا الجرو؟,تناول المزيد من الطعام.,كان أكثر نشاطًا.,شرب المزيد من الماء.,تلقى المزيد من أشعة الشمس.,0,أ) تناول المزيد من الطعام.,0,1
625,ما هو العامل الذي سيزيد على الأرجح من فرص البقاء على قيد الحياة للكائن الحي الذي يعيش في بيئة تشهد تغييرات سريعة؟,مواجهة منافسة قوية,العمر الطويل,إنتاج نسل متطابق,امتلاك تشكيلة واسعة من الجينات,3,د) امتلاك تشك,3,1
901,السيارات تعمل بالبنزين المصنوع من النفط، ما هي أفضل طريقة للحفاظ على البنزين؟,التنقل مع زملائك في السيارة إلى المدرسة,ركوب الحافلة إلى المدرسة,ركوب الدراجة إلى المدرسة,الذهاب وحدك بالسيارة إلى المدرسة,2,ج) ركوب الدراجة,2,1
776,يختلط معلم العلوم مادتين مختلفتين في كيس بلاستيكي ويختم الكيس. يتمدد الكيس وينفجر. ما هو السبب الأكثر احتمالا لتمدد الكيس بعد خلط المادتين؟,أصبحت المواد أبرد وتمددت.,تغيرت المواد بشكل فيزيائي البلاستيك.,أصبحت المواد دافئة وامتدت الحقيبة.,تفاعلت المواد كيميائياً وأنتجت غازاً.,3,د) تفاعلت المواد ك,3,1
778,الجسيمات داخل مادة ما في حركة مستمرة. ما هي المواد التي تمتلك جسيماتها الأقل كمية من الطاقة الحركية؟,شمع الشموع عند درجة حرارة الغرفة,الماء في كوب من ماء الثلج,البخار من فنجان قهوة,مكعب الثلج في كوب من الشاي,3,ب) الماء في كوب من م,1,0
295,خلية خسرت نواها لم يعد بإمكانها,إنتاج الطعام.,نقل المعلومات الوراثية.,التحرك داخل الجسم.,إستخدام الطاقة.,1,ب) نقل المعلومات الوراثية,1,1
564,عملت آنا مسافة 100 متر في 20 ثانية، ما هي سرعتها المتوسطة؟,2 م/ث,5 م/ث,20 م/ث,25 م/ث,1,ب) 5 م/ث,1,1
484,خاصية واحدة فريدة من نوعها للماء هي أنه,لديه حرارة خاصة منخفضة.,يمكن تغيير حالته من سائل إلى صلب.,يذوب عدد قليل جدًا من المواد.,يوجد طبيعيًا بثلاث حالات على الأرض.,3,د) يوجد طبيعيًا بث,3,1
789,مجموعة من الطلاب اختبروا تأثير كميات مختلفة من الماء على نمو نبات اللبلاب. بعد ذلك لم يتذكروا مقدار نمو كل نبات في اليوم الواحد. ماذا يتوجب عليهم فعله لممارسة العلم الجيد؟,مناقشة ملاحظاتهم مع مجموعات أخرى في صفهم.,إجراء التجربة مع أكثر من نوع من النبات.,تسجيل المعلومات اليومية في جدول بيانات.,تبديل تفسيرات للنتائج.,2,ج) تسجيل المعلومات اليومية,2,1
175,يمكن أن تنتقل الأمراض السارية من كائن حي إلى آخر بواسطة كل مما يلي باستثناء ,لدغات الحشرات.,الطعام الملوّث.,وراثيًا من الآباء.,المسببات الموجودة في الهواء.,2,ج) وراثيًا من الآ,2,1
5,من بين التالي، ما هو خطوة من دورة حياة شجرة التفاح؟,تنمو البيضات من الشتلات.,تتشكل الفواكه من الزهور.,تنمو الشتلات من الأوراق.,تتشكل الفواكه من الزهور المخصّبة.,3,د) تتشكل الفوا,3,1
701,تخطط الصف لإجراء تحقيق لمعرفة أي علامة تجارية للمصباح الكهربائي تدوم لفترة أطول. ما هي الخطوة التي يجب أن تأتي أولاً؟,كرر التحقيق.,اكتب تقريرًا عن النتائج.,قم بإعداد جدول لتسجيل البيانات.,قم بمراقبة اللمبات الكهربائية على فترات منتظمة خلال اليوم.,2,ج) قم بإعداد جدول لت,2,1
563,ما هي النظرية الخاصة بأصل القمر التي تشير إلى أن قمر الأرض تكون بالعملية نفسها التي تكون بها المريخ والمشتري والزحل؟,نظرية الاصطدام العملاق,نظرية الانشطار,نظرية الاصطياد,نظرية الازدواجية,3,ج) نظرية الاصطياد,2,0
1007,تؤثر الجاذبية بين القمر والأرض على الأحوال هنا على الأرض على الرغم من أن القمر لديه حوالي 1/80 من الكتلة وحوالي 1/4 من قطر الأرض. إذا كان القمر بحجم وكتلة مماثلة لتلك للأرض، فما الذي سيحدث بشكل أكبر احتمالًا؟,سيكون هناك مد أقل على الأرض.,سيكون هناك مد أكبر على الأرض.,ستكون الأشياء أثقل على الأرض.,ستكون الأشياء أخف على الأرض.,1,ب) سيكون هناك مد أكبر على,1,1
1079,لقد شهدت بعض البحيرات في الجزء الشمالي الشرقي من الولايات المتحدة انخفاضًا في مستويات الحموضة (pH) ، مما تسبب في وفاة العديد من الأسماك. ما هو السبب الأكثر احتمالا لهذا التغير في مستويات الحموضة؟,محطات الطاقة النووية,محطات الطاقة الكهرومائية,مصانع حرق الفحم,المزارع الغير تجارية,2,ج) مصانع حرق,2,1
796,كان يستخدم مرة ما مادة كيميائية تسمى DDT لقتل الآفات المفترسة. وعندما أظهرت التحقيقات أن هذه المادة الكيميائية ضارة ببعض أنواع الطيور، توقف استخدام DDT. كيف تمكن العلماء من فهم أن DDT ضار بالطيور باستخدام العملية العلمية الأنسب؟,تم عمل تنبؤات مختلفة حول المادة الكيميائية.,أظهرت الاختبارات التي أجريت على المادة الكيميائية نتائج مختلفة.,توصلت الاختبارات المتكررة على المادة الكيميائية إلى نفس النتيجة.,تم استخدام إجراءات مختلفة لاختبار خواص المادة الكيميائية.,2,ج) توصلت الاختبار,2,1
285,نتيجةً لعملية التمثيل الضوئي، ينتج السكر والأكسجين. أي من الخطوات تشير إلى بدء عملية التمثيل الضوئي؟,تمتص الطاقة الكيميائية عن طريق الجذور.,يتحول الطاقة الضوئية إلى طاقة كيميائية.,يتم استيعاب طاقة الضوء بواسطة الكلوروفيل الموجود في الورقة.,يتحول الضوء الشمسي إلى الكلوروفيل.,2,ج) يتم استيعاب ط,2,1
76,أي من هذه الأسئلة لا يمكن الإجابة عنها بطريقة علمية؟,ما هي الملاحظات الموسيقية التي يمكن للأذن البشرية إدراكها؟,ما هي الملاحظات الموسيقية التي تجتمع لتكون الأجمل؟,ما هي الترددات التي يمكن سماعها من قبل الأطفال ولكن لا يمكن الاستماع إليها من قبل الكبار؟,ما هي الترددات التي يمكن إنتاجها بواسطة حبال الصوت البشرية؟,1,ب) ما هي الملاحظات,1,1
1032,عندما يدعم المعلومات الجديدة نظرية متأسسة بطريقة جديدة، فإن النظرية,تنمو وتتغير.,لم تعد صالحة.,تصبح قانونًا.,تقلص قيمتها.,0,أ) تنمو وتتغير,0,1
775,ما هي التغيير الأفضل كمثال على التغيير الفيزيائي؟,خبز الكوكيز,حرق الورق,ذوبان الآيس كريم,صدأ المسمار,2,ج) ذوبان الآيس,2,1
400,صف علوم الأرض يخطط لرحلة ميدانية إلى غابة. ما هو الإمداد الذي يجب على كل طالب حمله؟,طفاية حريق,علبة إسعافات أولية,مياه معبأة,أقراص اليود,2,ب) علبة إسعاف,1,0
909,ما هي المعلومات التي تساعد متنبئ الأرصاد الجوية على توقع احتمالية تطور الأعاصير في مناطق معينة بشكل أفضل؟,الظروف الرياح الحالية,نوع السحب في السماء,نسبة الرطوبة في الهواء,كمية الهطول,1,ج) نسبة الرطوبة في,2,0
232,لماذا تبدو الأرضية المغطاة بالبلاط أبرد من الأرضية المغطاة بالسجاد؟,الأرضية المغطاة بالبلاط أبرد من السجاد.,توصل الأرضية المغطاة بالبلاط بالحرارة بشكلٍ أفضل من السجاد.,توصل السجاد الحرارة بشكلٍ أفضل من الأرضية المغطاة بالبلاط.,الأرضية المغطاة بالبلاط عازلةٌ أفضل من السجاد.,1,ب) توصل الأرضية المغ,1,1
497,كانت مارتا تدرس مخططًا لدورة الصخور. أرادت معرفة ما يمكن أن يتسبب في تحول الصخر الرسوبي إلى صخرة تحولية. ما هي العمليات التي يجب أن تحدث من أجل تغيير الصخر الرسوبي إلى صخرة تحولية؟,التدمير والتماسك,التسخين والضغط,الانصهار والتبريد,الارتفاع والتعرية,1,ب) التسخين والض,1,1
617,ماذا يحدث لجذع خشبي عند احتراقه؟,يتم تدميره بالكامل.,يتحول بالكامل إلى طاقة حرارية.,يتحول إلى أنواع أخرى من المادة والطاقة.,يتحول جسديا إلى المرحلة الغازية.,2,ج) يتحول إلى أنواع أخرى,2,1
107,"نبات الميكونيا ليس نباتًا أصليًا في هاواي. منذ إدخاله إلى هاواي قبل 40 عامًا, أصبحت نبتة زخرفية شائعة. ومع ذلك، فإن هذا النبات الضحل الجذري قد استبدل العديد من أنواع النباتات الأصلية العميقة الجذور وزاد من احتمالية الانهيارات الأرضية على الجزيرة. ما هي واحدة من أفضل الطرق للتعامل مع هذا النبات الغازي؟",يجب مشاركة النبات مع جزر أخرى أصغر حجماً.,يجب تهجين النبات مع النباتات الأصلية ذات الجذور العميقة.,يجب استئصال النبات من جميع المناطق في الجزيرة.,يجب إطعام الحيوانات المحلية الأصلية على الجزيرة بهذا النبات.,2,ج) يجب استئصال النبات,2,1
1006,تمر جميع النجوم في الكون بدورة حياة. ما العامل الذي يحدد كيف يتقدم النجوم من خلال هذه الدورة؟,الإشعاع الذي يتواجد في النجم,كمية الطاقة التي يستهلكها النجم,كمية الكتلة التي بدأ بها النجم,موقع النجم في الكون,2,ج) كمية الكتلة,2,1
435,يقوم الطالب بذوبان 20 جرامًا من ملح الطعام في كوب من الماء. أيّ بيان يشرح ما يحدث لوزن ملح الطعام بعد ذوبانه؟,الوزن ينخفض لأن قطع ملح الطعام صغيرة جدًا.,الوزن يزداد لأن ملح الطعام ينتشر في كامل الماء.,الوزن يبقى على حاله لأن كمية ملح الطعام لم تتغير.,الوزن يساوي الصفر لأن ملح الطعام أصبح سائلًا.,2,ج) الوزن يبقى على حال,2,1
728,يقوم عالم فلك بجمع البيانات من مشاهدات نجم ما. يعتقد العالم الفلكي أن البيانات تشير إلى وجود كوكب كبير يدور حول النجم. كيف يجب على العالم الفلكي أن يُبلِّغ عن النتائج لدعم الموثوقية العلمية للبيانات؟,عن طريق كتابة مقال على مدونة علم الفلك عبر الإنترنت,عن طريق إرسال مقالة إلى مجلة علم الفلك التي يتم استعراضها من قبل النظراء,عن طريق إنشاء صفحة ويب شخصية مخصصة لعلم الفلك,عن طريق مناقشة البيانات مع صحفي يفهم علم الفلك,1,ب) عن طريق إرسال مق,1,1
1095,يقوم العالم برسم منطقة طويلة ينشأ فيها الزلازل ويحدد أن هذه المنطقة هي حدود صفيحة النقل. ما هو الدليل الذي سيجعل العالم يعيد تقييم هذا الاكتشاف؟,يتميز المنطقة أيضًا بالبراكين.,مراكز الزلازل في المنطقة تحدث على عمق شَـق.,تظهر المنطقة تشققات ذات مدى واسع في المواد الرواسبية.,تم العثور على كثافات قشرية متساوية على الجانبين المقابلين للمنطقة.,0,د) تم العثور على,3,0
672,نقطة تجمد الماء هي,خاصية فيزيائية.,خاصية كيميائية.,تغيير كيميائي.,تغيير فيزيائي.,0,أ) خاصية فيزيائية,0,1
566,ما هو المورد غير المتجدد الذي يستخدم بشكل كبير في الحواسيب والإلكترونيات؟,زيت,غاز,ذهب,رصاص,2,"ج) ذهب

الشرح",2,1
210,لماذا يبدو الشمس أكبر نجم عندما يوجد نجوم أكبر بكثير منها؟,النجوم لديها نفس درجة حرارة الشمس.,النجوم عادة ما تظهر في مجموعات تسمى تجمعات.,الشمس أقرب إلى الأرض من النجوم الأخرى.,الشمس أصغر سناً من معظم النجوم الأخرى.,2,ج) الشمس أقرب إلى الأرض,2,1
312,ماذا سيحدث بعد تحريك الرمل في كوب من الماء؟,سيذوب الرمل في الماء لأن الرمل في الماء هو محلول.,سيذوب الرمل في الماء لأن الرمل في الماء هو مزيج.,سيستقر الرمل في قاع الكوب لأن الرمل في الماء هو محلول.,سيستقر الرمل في قاع الكوب لأن الرمل في الماء هو مزيج.,3,د) سيستقر الرمل,3,1
88,في أي مكان يحدث التبخر بأعلى معدل؟,الأنهار,الجداول,المداخل المائية,الأنهار الجليدية,2,ج) المداخل المائية,2,1
1147,يضيء الطالب فانوسًا على أوراق ملونة مختلفة. ما هي اللون الذي سيمتص أكثر كمية من الضوء؟,أحمر,أسود,أبيض,أصفر,1,"ب) أسود

الشرح",1,1
1016,يريد طالب معرفة مدى الوقت اللازم لتكوّن العفن على الخبر. بعد إعداد الخبر للتحقيق، ماذا يجب على الطالب أن يفعل بشكل أكثر احتمالًا؟,تحقق من الخبز كل يوم.,تسجيل درجة حرارة الخبز.,قياس وزن الخبز.,إعطاء الخبز كميات مختلفة من الضوء.,0,أ) تحقق من الخبز,0,1
606,استخدام الألواح الشمسية لتحويل الطاقة الشمسية إلى كهرباء قد يساعد على تباطؤ استنزاف أي من المصادر التالية؟,أشعة الشمس,الماء,الفحم,النحاس,2,"ج) الفحم

الشرح",2,1
32,من الأهمية أن تستخدم الورق المعاد تدويره لأنها,متوفرة بألوان.,تمتلك مظهرًا أكثر سلاسة.,تخلق أقل تلوثًا.,تقلل من عدد الأشجار التي يتم قطعها.,3,د) تقلل من عدد,3,1
304,يسقط الطالب أنبوب اختبار وتتحطم الزجاجة. ما هي أول خطوة يجب على الطالب القيام بها؟,تنظيف الزجاج المكسور,استبدال أنبوب الاختبار المكسور,الإبلاغ عن الحادث للمعلم,الانتقال إلى منطقة مختبر جديدة,2,ج) الإبلاغ عن,2,1
303,ما هي الصياغة التي تصف بشكل أفضل إنشاء مجتمع جديد من الكائنات حيَّة بعد أنفجار بركاني؟,العوامل اللاحيوية,العوامل المحدِّدة,التعاقب الأولي,التعاقب الثانوي,2,ج) التعاقب الأولي,2,1
954,يريد الطلاب اختبار كيفية تغير درجة الحرارة كل يوم طوال العام. ما هي الخيارات التي لا يجب الإبقاء عليها ثابتة خلال الاختبار؟,المكان الذي يتم قياس درجة الحرارة فيه,الميزانية المستخدمة لأخذ القياس,الشخص الذي يقرأ قياس الحرارة,وقت اليوم عندما يتم قياس درجة الحرارة,2,ب) الميزانية المستخدمة,1,0
164,أي من هذه الصفات هي موروثة ولكن تتأثر بشكل كبير بالبيئة؟,القدرة على تدحرج اللسان,الأداء الرياضي,اللغة,لون العينين,1,ب) الأداء الرياضي,1,1
1001,ما هي الخطوة الأكثر احتمالا التي يقوم بها العلماء عند دراسة تفاعل الحيوانات في موائلها الطبيعية؟,جمع عينات من أنواع الأشجار,ملاحظة وتسجيل السلوكيات,إجراء تجارب في المختبر,تغيير البيئة وملاحظة الاستجابات,1,ب) ملاحظة وتسجيل,1,1
937,يرغب الفيزيائي في تحديد السرعة التي يجب أن يصل إليها السيارة للقفز فوق منحدر صغير. يُجري الفيزيائي ثلاثة تجارب. في التجارب الثانية والثالثة، يتم زيادة سرعة السيارة بمقدار 20 ميل في الساعة. ما الذي يحققه الفيزيائي عند تغيير السرعة؟,الضبط,بيان الفرضية,المتغير المعتمد (الرد المستجيب),المتغير المستقل (المتلاعب به),3,د) المتغير المستقل (,3,1
42,تنمو بعض النباتات في منطقة يوجد فيها العديد من الحيوانات التي تأكل الأوراق. ما هو السمة التي تساعد هذه النباتات على البقاء حول الحيوانات التي تأكل الأوراق؟,ثمار كبيرة,سيقان طويلة,أشواك حادة,أزهار ملونة,2,ج) أشواك حادة,2,1
358,"يدخل الطاقة من الشمس إلى النظم الإيكولوجية من خلال تحويل الضوء إلى طاقة كيميائية, وتتوفر هذه الطاقة للكائنات المختلفة بناءً على المستوى الغذائي الذي تتواجد فيه. ما هي العبارة التي تصف بدقة توافر الطاقة للكائنات في المستويات الغذائية المختلفة؟",يزداد توافر الطاقة مع زيادة المستويات الغذائية.,ينخفض توافر الطاقة مع زيادة المستويات الغذائية.,المستهلكون الأوليون لديهم أقل طاقة متاحة.,المستهلكون الثالثون لديهم أكثر طاقة متاحة.,1,ب) ينخفض توافر الطاقة,1,1
394,يقوم الباحثون بتربية النباتات لإنتاج محاصيل تحتوي على صفات مفيدة. واحدة من هذه الصفات هي القدرة على النمو في أماكن قليلة فيها الرطوبة. كيف يستفيد المزارعون من هذه الصفة بشكل أكبر؟,تسمح للمحاصيل بعدم التأثر بالأمراض.,تسمح للمحاصيل بالنمو في المناخات الأكثر جفافًا.,تسمح للمحاصيل بالبقاء على قيد الحياة بدون الحاجة إلى التسميد.,تسمح للمحاصيل بالبقاء على قيد الحياة في المناطق التي تعاني من مواسم قليلة.,1,ب) تسمح للمحاصيل,1,1
332,ما هي العبارة المدعومة بشكل الأفضل من المعادلة الكيميائية المعروضة؟ 6CO_{2} + 12H_{2}O + الضوء -> C_{6}H_{12}O_{6} + 6O_{2} + 6H_{2}O,CO_{2} يحتوي على اثنين من ذرات الكربون فيه.,H_{2}O يحتوي على اثنين من ذرات الأكسجين فيه.,إنتاج اثني عشر جزيء من H_{2}O.,ستة جزيئات من CO_{2} يمكن استخدامها كمواد خام.,3,د) ستة جزيئات,3,1
485,طائرة تقلع من بوسطن للرحلة المسافة البالغة 980 كم إلى ديترويت. تهبط الطائرة بعد ساعتين. ما الذي يصف بدقة السرعة المتوسطة واتجاه رحلة الطائرة؟,325 كم / ساعة غرباً,490 كم / ساعة غرباً,980 كم / ساعة غرباً,1960 كم / ساعة غرباً,1,ب) 490 كم,1,1
456,في أي مكان في الجدول الدوري يمكن العثور على مواد لامعة ومرنة تستخدم في صنع المجوهرات؟,المجموعة 1 (1A),المجموعة 4 (4A),المجموعة 11 (1B),المجموعة 17 (7A),2,ج) المجموعة 11,2,1
86,للحفاظ على صندوق ثقيل ينزلق عبر الأرضية المفروشة بسرعة ثابتة، يجب على الشخص ممارسة قوة باستمرار على الصندوق. تستخدم هذه القوة بشكل رئيسي للتغلب على أي من القوى التالية؟,المقاومة الهوائية,وزن الصندوق,القوة الاحتكاكية التي تمارسها الأرضية على الصندوق,القوة الجاذبية التي تمارسها الأرض على الصندوق,2,ج) القوة الاحتكاك,2,1
902,لماذا تختلف بنية الخلية المنوية عن بنية الخلية البويضية بشكل كبير؟,يجب على الخلية المنوية التحرك للوصول إلى الخلية البيضية.,يجب على الخلية البويضية أن تتقسم إلى العديد من الخلايا المنوية المنفصلة.,يجب على الخلية البويضية التحرك للوصول إلى الخلية المنوية.,يجب على الخلية المنوية أن تتحد مع العديد من الخلايا البيضية المختلفة.,0,أ) يجب على الخلية المن,0,1
