row_idx,question,passage,gold_answer_bool,pred_text,pred_answer_bool,correct
2822,هل جميع أعضاء بيتر بول وماري ما زالوا على قيد الحياة,بيتر وبول وماري كانت فرقة شعبية أمريكية تشكلت في مدينة نيويورك عام 1961، خلال ظاهرة إحياء الموسيقى الشعبية الأمريكية. كان الثلاثي مؤلفًا من التينور بيتر يارو والباريتون نويل بول ستوكي وألتو ماري ترافرز. تضمنت ذخيرة المجموعة الأغاني التي كتبها يارو وستوكي، والأغاني المبكرة لبوب ديلان بالإضافة إلى أغنيات لموسيقيين شعبيين آخرين. بعد وفاة ترافرز في عام 2009، واصل يارو وستوكي العمل كثنائي تحت أسمائهم الفردية.,0,لا.,0,1
1894,هي مجموعة فارغة عنصر من مجموعة فارغة,في الرياضيات، وبشكل أكثر تحديدًا نظرية المجموعات، المجموعة الفارغة أو المجموعة الخالية هي المجموعة الفريدة التي لا تحتوي على عناصر؛ حجمها أو أصلها (عدد العناصر في المجموعة) هو صفر. تضمن بعض نظريات المجموعات البديهية وجود المجموعة الفارغة من خلال تضمين بديهية المجموعة الفارغة؛ وفي نظريات أخرى يمكن استنتاج وجودها. العديد من الخصائص المحتملة للمجموعات تكون صحيحة بشكل فارغ بالنسبة للمجموعة الفارغة.,1,نعم,1,1
1405,هو مدير مكتب البريد العام الذي يعينه الرئيس,يقوم الأعضاء المعينون في مجلس محافظي خدمة بريد الولايات المتحدة باختيار مدير مكتب البريد العام ونائب مدير مكتب البريد العام، اللذين ينضمان بعد ذلك إلى المجلس.,0,لا.,0,1
3131,هو فيلم The Kissing Booth على Netflix,The Kissing Booth هو فيلم كوميدي رومانسي أمريكي لعام 2018 من إخراج فينس مارسيلو، مقتبس من رواية تحمل نفس الاسم للكاتبة بيث ريكلز. من بطولة مولي رينغوالد وجوي كينج وجاكوب إلوردي وجويل كورتني. صدر الفيلم في 11 مايو 2018 على نيتفليكس.,1,نعم,1,1
756,هل يمكن أن تتعرض لمشكلة لسرقة لافتة شارع؟,في معظم الولايات القضائية، يتم التعامل مع سرقة لافتات المرور مثل أي سرقة أخرى فيما يتعلق بالملاحقة القضائية وإصدار الأحكام. ومع ذلك، إذا أدت السرقة إلى إصابة، فيمكن اعتبار اللصوص مسؤولين جنائيًا عن الإصابة أيضًا، بشرط أن تكون الإصابة من هذا النوع نتيجة متوقعة لمثل هذه السرقة. في إحدى القضايا البارزة في الولايات المتحدة، أدين ثلاثة أشخاص بتهمة القتل غير العمد لسرقة إشارة توقف وبالتالي التسبب في تصادم مميت. تم نشر هذا في رواية Driver's Ed للكاتبة كارولين بي كوني.,1,نعم.,1,1
81,هل هناك محطات للطاقة النووية في الولايات المتحدة,يتم توفير الطاقة النووية في الولايات المتحدة من خلال 99 مفاعلًا تجاريًا بقدرة صافية تبلغ 100350 ميجاوات، و65 مفاعلًا يعمل بالماء المضغوط، و34 مفاعلًا يعمل بالماء المغلي. وفي عام 2016، أنتجت ما مجموعه 805.3 تيراواط/ساعة من الكهرباء، وهو ما يمثل 19.7% من إجمالي توليد الطاقة الكهربائية في البلاد. وفي عام 2016، شكلت الطاقة النووية ما يقرب من 60% من توليد الطاقة الخالي من الانبعاثات في الولايات المتحدة.,1,نعم.,1,1
3081,هل لكل دولة لغة الإشارة الخاصة بها؟,ربما هناك ثلاثمائة لغة إشارة مستخدمة حول العالم اليوم. الرقم غير معروف بأي ثقة. تظهر لغات الإشارة الجديدة بشكل متكرر من خلال التجويد والحديث (وأحيانًا من خلال تخطيط اللغة). في بعض البلدان، مثل سريلانكا وتنزانيا، قد يكون لكل مدرسة للصم لغة منفصلة، ​​لا يعرفها سوى طلابها وترفضها المدرسة أحيانًا؛ ومن ناحية أخرى، قد تشترك البلدان في لغات الإشارة، وإن كانت تحت أسماء مختلفة في بعض الأحيان (الكرواتية والصربية والهندية والباكستانية). تنشأ لغات الإشارة للصم أيضًا خارج المؤسسات التعليمية، خاصة في المجتمعات القروية ذات المستويات العالية من الصمم الخلقي، ولكن هناك لغات إشارة مهمة تم تطويرها للسمع أيضًا، مثل لغات الكلام المحظورة المستخدمة في السكان الأصليين في أستراليا. يقوم العلماء بإجراء مسوحات ميدانية للتعرف على لغات الإشارة في العالم.,0,نعم.,1,0
1850,هو الحق في محاكمة عادلة في الدستور,في جميع المحاكمات الجنائية، يتمتع المتهم بالحق في محاكمة سريعة وعلنية أمام هيئة محلفين محايدة تابعة للولاية والمنطقة التي ارتكبت فيها الجريمة، والتي يجب أن يكون قد تم تحديد المنطقة فيها مسبقًا بموجب القانون، وأن يتم إبلاغه بذلك. طبيعة وسبب الاتهام؛ ومواجهة الشهود ضده؛ أن يكون لديه عملية إلزامية للحصول على شهود لصالحه، وأن يحصل على مساعدة محام للدفاع عنه.,0,نعم.,1,0
2603,هل كان لدينا كؤوس منفردة حمراء في عام 1982؟,في السبعينيات، ابتكر ابن هولسمان، روبرت ليو هولسمان، الكأس المنفردة الحمراء الموجودة في كل مكان الآن. الأكواب الحمراء المنفردة مصنوعة من البوليسترين السميك المصبوب. وهي معروفة بقدرتها على تحمل السقوط، ويمكن تكديسها بسهولة، ويمكن التخلص منها مع إمكانية الوصول إلى السعر. لونها الأحمر المميز قد يخفي محتويات الشرب.,1,لا.,0,0
2392,كان الميل الأخضر مرشحًا لأي جوائز أوسكار,تلقى الفيلم آراء إيجابية من النقاد، وتم ترشيحه لأربع جوائز أكاديمية: أفضل فيلم، وأفضل ممثل مساعد لمايكل كلارك دنكان، وأفضل صوت، وأفضل سيناريو بناءً على مواد تم إنتاجها أو نشرها مسبقًا.,1,نعم.,1,1
1209,هل هناك بلدة تحت جدول قيصر,أدى بناء بحيرة سيزار كريك إلى غمر قرية زراعية صغيرة في نيو بيرلينجتون بولاية أوهايو في عام 1973. وقد تم جمع تاريخ المجتمع من خلال القصص والرسائل والمجلات في كتاب نيو بيرلينجتون: حياة وموت قرية أمريكية من تأليف جون. باسكن.,1,نعم.,1,1
2218,هل فازت الهند بميدالية ذهبية في الألعاب الأولمبية,شاركت الهند لأول مرة في الألعاب الأولمبية في عام 1900، حيث فاز رياضي وحيد (نورمان بريتشارد) بميداليتين – فضيتين – في ألعاب القوى. أرسلت الأمة فريقًا لأول مرة إلى الألعاب الأولمبية الصيفية في عام 1920، وشاركت في كل الألعاب الصيفية منذ ذلك الحين. شاركت الهند أيضًا في العديد من الألعاب الأولمبية الشتوية بدءًا من عام 1964. وقد فاز الرياضيون الهنود بما مجموعه 28 ميدالية حتى الآن، جميعها في الألعاب الصيفية. لفترة من الوقت، كان فريق الهوكي الوطني الهندي هو المهيمن على المنافسة الأولمبية، حيث فاز بأحد عشر ميدالية في اثنتي عشرة دورة أولمبية بين عامي 1920 و1980. وتضمن السباق إجمالي 8 ميداليات ذهبية وست ميداليات ذهبية متتالية من 1928 إلى 1956.,1,نعم,1,1
1487,هل توجد حديقة حيوانات في لاس فيغاس نيفادا؟,"حديقة الحيوان والنباتات بجنوب نيفادا، والمعروفة بشكل غير رسمي باسم حديقة حيوان لاس فيغاس، كانت عبارة عن حديقة حيوانات غير ربحية وحديقة نباتية بمساحة 3 فدان (1.2 هكتار) تقع في لاس فيغاس، نيفادا والتي تم إغلاقها في سبتمبر 2013. كانت تقع شمال غرب ولاية نيفادا. قطاع لاس فيغاس، على بعد حوالي 15 دقيقة. وركزت في المقام الأول على تعليم الحياة الصحراوية وحماية الموائل. وكان بيان مهمتها هو ""تثقيف وترفيه الجمهور من خلال عرض مجموعة متنوعة من النباتات والحيوانات"". تم فرض رسوم القبول. تضم الحديقة منطقة عرض صغيرة للجواهر ومتجرًا صغيرًا للهدايا عند المخرج الرئيسي. ساعد متجر الهدايا ورسوم الدخول في دعم حديقة الحيوان.",1,لا.,0,0
2591,هل من القانون الحصول على إجازة أمومة مدفوعة الأجر؟,وهذا هو أحد أدنى مستويات الإجازة في العالم الصناعي. بالمقارنة مع الدول الأخرى، تعد الولايات المتحدة واحدة من الدول الوحيدة في العالم، والعضو الوحيد في منظمة التعاون الاقتصادي والتنمية، التي لم تصدر قوانين تلزم الشركات والشركات بتقديم إجازة أمومة مدفوعة الأجر لموظفيها.,0,لا.,0,1
368,يعتبر البترول مثالاً للوقود الأحفوري,الوقود الأحفوري هو وقود يتكون من العمليات الطبيعية، مثل التحلل اللاهوائي للكائنات الحية الميتة المدفونة، ويحتوي على طاقة مصدرها عملية التمثيل الضوئي القديمة. عمر الكائنات الحية والوقود الأحفوري الناتج عنها يبلغ عادة ملايين السنين، ويتجاوز في بعض الأحيان 650 مليون سنة. يحتوي الوقود الأحفوري على نسب عالية من الكربون، ويشمل البترول والفحم والغاز الطبيعي. وتشمل المشتقات الأخرى شائعة الاستخدام الكيروسين والبروبان. يتراوح الوقود الأحفوري من المواد المتطايرة ذات نسب الكربون المنخفضة إلى الهيدروجين مثل الميثان، إلى السوائل مثل البترول، إلى المواد غير المتطايرة المكونة من الكربون النقي تقريبًا، مثل فحم الأنثراسايت. يمكن العثور على الميثان في الحقول الهيدروكربونية إما بمفرده، أو مصاحبًا للنفط، أو على شكل هيدرات الميثان.,1,نعم.,1,1
392,هل حجم مقياس المطر مهم؟,"ونظرًا للأعداد المتزايدة باستمرار من المراقبين، أصبح توحيد أجهزة القياس ضروريًا. بدأ سيمونز بتجربة أجهزة قياس جديدة في حديقته الخاصة. لقد جرب نماذج مختلفة مع اختلافات في الحجم والشكل والارتفاع. في عام 1863، بدأ التعاون مع العقيد مايكل فوستر وارد من كالني، ويلتشير، الذي أجرى تحقيقات أكثر شمولاً. ومن خلال ضم وارد وآخرين مختلفين في جميع أنحاء بريطانيا، استمرت التحقيقات حتى عام 1890. وكانت التجارب رائعة من حيث تخطيطها وتنفيذها واستخلاص النتائج. أدت نتائج هذه التجارب إلى الاعتماد التدريجي للمقياس القياسي المعروف، والذي لا يزال يستخدمه مكتب الأرصاد الجوية في المملكة المتحدة حتى اليوم. على وجه التحديد، واحدة مصنوعة من ""... النحاس، مع قمع مقاس 5 بوصات له حافة نحاسية على ارتفاع قدم واحد عن الأرض ...""",1,نعم.,1,1
1033,هل قام أي شخص بضرب 4 homeruns في اللعبة,"وصف كتاب أخبار الرياضة ضرب أربعة أشواط على أرضهم في مباراة واحدة في دوري البيسبول الرئيسي (MLB) بأنها ""أعظم إنجاز في لعبة البيسبول"". لقد أنجز ثمانية عشر لاعبًا هذا الإنجاز حتى الآن، وكان آخرهم جي دي مارتينيز في 4 سبتمبر 2017 ضد فريق لوس أنجلوس دودجرز. لم يقم أي لاعب بذلك أكثر من مرة في مسيرته ولم يسجل أي لاعب أكثر من أربعة أهداف في المباراة الواحدة. كان بوبي لوي أول من ضرب أربعة أشواط على أرضه في مباراة واحدة، وقد فعل ذلك في 30 مايو 1894. وبحسب ما ورد كان المشجعون متحمسين للغاية لدرجة أنهم ألقوا 160 دولارًا من العملات الفضية (4500 دولار اليوم) على الملعب بعد جولته الرابعة على أرضه.",1,نعم,1,1
191,هو مخلل مثل الخيارة,الخيار المخلل (المعروف باسم المخلل في الولايات المتحدة وكندا والخيار المخلل في بريطانيا وأيرلندا وأستراليا وجنوب أفريقيا ونيوزيلندا) هو خيار تم مخلله في محلول ملحي أو خل أو أي محلول آخر وتركه ليجف. يتم تخميره لفترة من الوقت، إما عن طريق غمر الخيار في محلول حمضي أو عن طريق التخمير اللبني. غالبًا ما يكون الخيار المخلل جزءًا من المخللات المختلطة.,1,نعم,1,1
1438,هو جرذ الأرض والخلد نفس الشيء,"جرذ الأرض هو أكبر sciurid في نطاقه الجغرافي. يبلغ طول البالغين من 16 إلى 20 بوصة، بما في ذلك الذيل الذي يبلغ طوله ستة بوصات. يُعتقد أن طائر الحطاب الكبير يزن عشرين رطلاً عند حمله، وكان نصف هذا الوزن بالضبط عند وزنه بالميزان. يتراوح وزن Woodchuck من خمسة إلى اثني عشر رطلاً. قد يصل وزن الأفراد الكبار جدًا إلى 15 رطلاً. تشير تغيرات الوزن الموسمية إلى الترسب السنوي واستخدام الدهون. يتم تحقيق أوزان أعلى تدريجيًا كل عام خلال أول 2-3 سنوات وبعد ذلك تصل الأوزان إلى مستوى الاستقرار. يمتلك جرذ الأرض أربعة أسنان قاطعة تنمو بمعدل 1/16 بوصة في الأسبوع. يؤدي الاستخدام المستمر إلى إضعافها مرة أخرى بمقدار هذا القدر تقريبًا كل أسبوع. على عكس قواطع القوارض الأخرى، فإن قواطع جرذان الأرض تكون بيضاء إلى بيضاء عاجية. يتكيف جرذان الأرض بشكل جيد مع الحفر، بأطراف قصيرة وقوية ومخالب سميكة منحنية. على عكس sciurids الأخرى، فإن العمود الفقري لجرذ الأرض منحني، يشبه إلى حد كبير العمود الفقري للخلد، والذيل أقصر نسبيًا أيضًا - حوالي ربع طول الجسم فقط. بما يتناسب مع بيئتها المعتدلة، يتم تغطية جرذ الأرض بطبقتين من الفراء: طبقة تحتية رمادية كثيفة وطبقة أطول من الشعر الواقي ذو النطاقات التي تعطي جرذ الأرض مظهره المميز ""المتجمد"".",0,لا.,0,1
231,هو أنني لا أستطيع إلا أن أتخيل بناء على قصة حقيقية,لا أستطيع إلا أن أتخيل هو فيلم درامي مسيحي أمريكي لعام 2018 من إخراج الأخوين إروين وكتبه أليكس كريمر وجون إروين وبرنت ماكوركل، استنادًا إلى القصة وراء أغنية MercyMe التي تحمل نفس الاسم، وهي الأغنية المسيحية الأكثر مبيعًا على الإطلاق. وقت. الفيلم من بطولة جي مايكل فينلي في دور بارت ميلارد، المغني الرئيسي الذي كتب الأغنية عن علاقته بوالده (دينيس كويد). كما يشارك في البطولة مادلين كارول، وبريسيلا شيرر، وكلوريس ليتشمان، وتريس آدكنز.,1,نعم,1,1
2437,هل يكسر نائب الرئيس الأصوات المتعادلة في مجلس الشيوخ؟,نائب رئيس الولايات المتحدة هو بحكم منصبه رئيس مجلس الشيوخ، كما هو منصوص عليه في المادة الأولى، القسم 3، البند 4، من دستور الولايات المتحدة، ولكن لا يجوز له التصويت إلا من أجل كسر التعادل. وفقًا لمجلس الشيوخ الأمريكي، اعتبارًا من 28 فبراير 2018، تم الإدلاء بالتصويت الفاصل 264 مرة من قبل 36 نائبًا للرئيس.,1,نعم.,1,1
1802,هو النادي المائي جزء من بورغاتا,The Water Club هو فندق متصل بفندق Borgata، ويقع في منطقة المارينا في أتلانتيك سيتي بولاية نيو جيرسي، وتمتلكه وتديره شركة MGM Resorts International.,1,نعم,1,1
45,هل يحصل الفائز فقط على المال عند نقطة التحول,نقطة التحول هو برنامج ألعاب تلفزيوني بريطاني بدأ بثه على قناة ITV في 2 يوليو 2012، ويقدمه بن شيبارد. يجيب أربعة متسابقين على أسئلة المعرفة العامة للفوز بالعدادات التي يستخدمونها في آلة كبيرة على طراز الآركيد تعمل على دفع العملات المعدنية. الفائز فقط في النهاية لديه فرصة لأخذ أي أموال إلى المنزل؛ يغادر الآخرون دون أي شيء باستثناء أي جوائز غير نقدية ربما فازوا بها أثناء اللعبة.,1,نعم,1,1
2810,هل يمكن إزالة مكبر الصوت من المنزل,"ينتخب مجلس النواب رئيس المجلس في اليوم الأول من كل كونغرس جديد، وفي حالة وفاة أو استقالة أو عزل رئيس المجلس الحالي. يطلب كاتب مجلس النواب الترشيحات: عادة ما يكون هناك اثنان، واحد من كل حزب رئيسي (كان كل حزب قد اجتمع سابقًا لاتخاذ قرار بشأن مرشحه). يقوم الكاتب بعد ذلك باستدعاء قائمة الممثلين، ويشير كل ممثل إلى لقب المرشح الذي يدعمه الممثل. ولا يقتصر النواب على التصويت لأحد المرشحين، ويجوز لهم التصويت لأي شخص، حتى ولو كان من غير أعضاء المجلس على الإطلاق. ويجوز لهم أيضًا الامتناع عن التصويت بالتصويت ""الحاضر"".",1,نعم.,1,1
201,يعتبر اقتحام السيارة ودخولها جناية,في الولايات المتحدة، تتم محاكمة السطو باعتباره جناية أو جنحة وينطوي على التعدي على ممتلكات الغير والسرقة، أو دخول مبنى أو سيارة، أو التسكع بشكل غير قانوني بقصد ارتكاب أي جريمة، وليس بالضرورة السرقة - على سبيل المثال، التخريب. حتى لو لم يُسرق أي شيء في عملية السطو، فإن الفعل يعتبر جريمة قانونية. يمكن أن تشمل المباني حظائر الطائرات والسقائف والحظائر والأقفاص. من الممكن السطو على القوارب والطائرات والشاحنات وعربات السكك الحديدية. قد يكون السطو عنصرًا في الجرائم التي تنطوي على الاغتصاب أو الحرق العمد أو الاختطاف أو سرقة الهوية أو انتهاك الحقوق المدنية؛ والواقع أن «السباكين» الذين شاركوا في فضيحة ووترجيت كانوا من الناحية الفنية لصوصاً. كما هو الحال مع جميع التعريفات القانونية في الولايات المتحدة، قد لا ينطبق الوصف السابق في كل ولاية قضائية، نظرًا لوجود 50 قانونًا جنائيًا منفصلاً للولايات، بالإضافة إلى القوانين الفيدرالية والإقليمية المعمول بها.,1,نعم,1,1
2784,هل ترافيس سكوت جزء من الموسيقى الجيدة؟,جاك ويبستر (من مواليد 30 أبريل 1992)، والمعروف مهنيًا باسم ترافيس سكوت (المعروف سابقًا باسم ترافي $ سكوت)، هو مغني راب ومغني وكاتب أغاني ومنتج تسجيلات أمريكي. في عام 2012، وقع سكوت على أول صفقة كبرى له مع شركة Epic Records. في نوفمبر من نفس العام، وقع سكوت صفقة مع فرقة كاني ويست GOOD Music، كجزء من جناح الإنتاج الخاص بها Very GOOD Beats، بعد ظهوره في الألبوم التجميعي الخاص بالشركة لعام 2012 Cruel Summer. في أبريل 2013، تم الإعلان عن توقيع سكوت لصفقة قياسية مع شركة T.I.'s Grand Hustle.,1,نعم.,1,1
735,هو البنك الدولي التابع للأمم المتحدة,تعد مجموعة البنك الدولي جزءًا من منظومة الأمم المتحدة ولديها اتفاقية علاقة رسمية مع الأمم المتحدة، ولكنها تحتفظ باستقلالها. تتألف مجموعة البنك الدولي من خمس مؤسسات منفصلة قانونًا ولكنها تابعة: البنك الدولي للإنشاء والتعمير (IBRD)، ومؤسسة التمويل الدولية (IFC)، والمؤسسة الدولية للتنمية (IDA)، ووكالة ضمان الاستثمار المتعددة الأطراف (MIGA)، ومؤسسة التمويل الدولية (IFC). المركز الدولي لتسوية منازعات الاستثمار (ICSID). وهي مصدر حيوي للمساعدة المالية والتقنية للدول النامية في جميع أنحاء العالم. وتتمثل مهمتها في مكافحة الفقر بشغف ومهنية لتحقيق نتائج دائمة ومساعدة الناس على مساعدة أنفسهم وبيئتهم من خلال توفير الموارد وتبادل المعرفة وبناء القدرات وإقامة الشراكات في القطاعين العام والخاص. يقع المقر الرئيسي لمجموعة البنك الدولي في واشنطن العاصمة بالولايات المتحدة الأمريكية.,1,نعم,1,1
1863,هل مشاة البحرية جزء من البحرية,قوات مشاة البحرية الأمريكية (USMC)، ويشار إليها أيضًا باسم مشاة البحرية الأمريكية، هي فرع من القوات المسلحة الأمريكية المسؤولة عن إجراء عمليات برمائية مع البحرية الأمريكية. يعد قوات مشاة البحرية الأمريكية أحد فروع الخدمة المسلحة الأربعة في وزارة الدفاع الأمريكية (DoD) وواحدة من الخدمات الرسمية السبع للولايات المتحدة.,1,لا.,0,0
474,هل قاتلت أستراليا في معركة السوم؟,"في 7 أبريل 1916، اتخذ فيلق أنزاك مواقعه في قطاع هادئ جنوب أرمنتيير، يُعرف باسم ""الحضانة"". تم إعفاء الأستراليين من المشاركة في اليوم الأول الكارثي في ​​معركة السوم، ولكن في غضون ثلاثة أسابيع من بداية هجوم الحلفاء، انضمت أربع فرق من القوات الجوية الأسترالية إلى المعركة. فقط القسم الثالث لم يشارك، بعد أن وصل مؤخرًا إلى إنجلترا من أستراليا. كانت الفرقة الخامسة، المتمركزة على الجانب الأيسر من النقطة البارزة، أول من شاهد القتال خلال معركة فروميليس في 19 يوليو 1916، حيث عانت من خسائر مذهلة بلغت 5533 ضحية في يوم واحد.",1,نعم.,1,1
2177,هل شاركت كندا على الإطلاق في كأس العالم؟,هذا سجل لنتائج كندا في كأس العالم FIFA. ظهرت كندا في كأس العالم لكرة القدم مرة واحدة، وكان ذلك في عام 1986.,1,نعم.,1,1
2033,كانت حرب العصابات المستخدمة في الحرب الأهلية,"اتبعت حرب العصابات في الحرب الأهلية الأمريكية نفس الأنماط العامة للحرب غير النظامية التي جرت في أوروبا في القرن التاسع عشر. من الناحية الهيكلية، يمكن تقسيمها إلى ثلاثة أنواع مختلفة من العمليات - ما يسمى بـ ""حرب الشعب""، و""الحرب الحزبية""، و""حرب الإغارة"". ولكل منها خصائص مميزة كانت ممارسة شائعة خلال سنوات الحرب الأهلية (1861-1865).",1,نعم.,1,1
2996,هل كان هناك تكملة لفيلم البوصلة الذهبية؟,في عام 2011، أشار فيليب بولمان في المؤتمر السنوي للجمعية الإنسانية البريطانية إلى أنه بسبب مبيعات الفيلم الأول المخيبة للآمال في الولايات المتحدة، لن يكون هناك أي أجزاء لاحقة.,0,لا.,0,1
2947,الفحم المنشط والكربون المنشط نفس الشيء,الكربون المنشط، ويسمى أيضًا الفحم المنشط، هو شكل من أشكال الكربون المعالج للحصول على مسام صغيرة ومنخفضة الحجم تزيد من مساحة السطح المتاحة للامتصاص أو التفاعلات الكيميائية. يتم استبدال المنشط أحيانًا بالنشط.,1,نعم.,1,1
1387,هو UCL وجامعة لندن نفس الشيء,UCL وKing's College، اللتان أدت حملتهما لإنشاء جامعة تعليمية في لندن إلى إعادة تشكيل الجامعة كمؤسسة فيدرالية، ذهبتا إلى أبعد من أن تصبحا مدارس تابعة للجامعة وتم دمجهما فيها بالفعل. حدث اندماج UCL، بموجب قانون (تحويل) كلية لندن الجامعية لعام 1905، في عام 1907. وتم التنازل عن ميثاق عام 1836 وأصبحت جميع ممتلكات UCL مملوكة لجامعة لندن. تبعتها كلية كينغز كوليدج في عام 1910 بموجب قانون (نقل) كينغز كوليدج لندن لعام 1908. كانت هذه حالة أكثر تعقيدًا بعض الشيء، حيث لم يندمج القسم اللاهوتي بالكلية (الذي تأسس عام 1846) في الجامعة ولكنه حافظ على وجود قانوني منفصل بموجب ميثاق كينجز كوليدج لعام 1829.,0,نعم,1,0
694,هل كانت مثل الريح في الرقص القذر,"""إنها مثل الريح"" هي أغنية شعبية من فيلم الرقص القذر عام 1987، يؤديها باتريك سويزي. على الرغم من أن Swayze هو المطرب الأساسي في الأغنية، فقد تم وصفها على أنها يؤديها ""باتريك سويزي الذي يضم ويندي فريزر"". يتم سماع فريزر في معظم الأغنية، وتحديداً في الجوقة الأخيرة. وصلت الأغنية إلى المركز الثالث على قائمة Billboard Hot 100 والمركز الأول على الرسم البياني المعاصر للبالغين.",1,نعم,1,1
1456,هو قانون الحقوق المدنية في الدستور,"يعد قانون الحقوق المدنية لعام 1964 (Pub.L. 88--352, 78 Stat. 241، الصادر في 2 يوليو 1964) أحد أهم الحقوق المدنية وقانون العمل الأمريكي في الولايات المتحدة الذي يحظر التمييز على أساس العرق أو اللون أو الدين. أو الجنس أو الأصل القومي. ويحظر التطبيق غير المتكافئ لمتطلبات تسجيل الناخبين، والفصل العنصري في المدارس، وأماكن العمل، والمرافق العامة.",0,لا.,0,1
2617,هل فاز أي شخص بمليون من أي وقت مضى على من يريد أن يصبح مليونيرا,تم بث المسلسل الأصلي في 30 سلسلة بإجمالي 592 حلقة، في الفترة من 4 سبتمبر 1998 إلى 11 فبراير 2014، وقدمه كريس تارانت. على مدار عرضه، شارك في المسلسل الأصلي حوالي خمسة متسابقين وحصلوا على الجائزة النقدية الكبرى البالغة مليون جنيه إسترليني، وواجه عددًا من الجدل أثناء عرضه، بما في ذلك محاولة الاحتيال على عرض جائزته الكبرى من قبل أحد المتسابقين. . تم تعديل التنسيق الأصلي للبرنامج في السنوات اللاحقة، مما أدى إلى تغيير عدد الأسئلة من خمسة عشر إلى اثني عشر سؤالًا وتغيير هيكل الدفع نتيجة لذلك، ثم تم دمج حد زمني لاحقًا. بعد أربع سنوات من انتهاء المسلسل الأصلي، كشفت قناة ITV النقاب عن مسلسل تم إحياؤه بواسطة Stellify Media، للاحتفال بالذكرى العشرين للبرنامج. تم تقديم التنسيق الذي تم إحياؤه، بناءً على التصميم الأصلي، بواسطة جيريمي كلاركسون، وتم بثه في عام 2018، في الفترة من 5 إلى 11 مايو.,1,نعم.,1,1
2355,هل الموظ عضو في فصيلة الغزلان؟,الموظ (أمريكا الشمالية) أو الأيائل (أوراسيا)، Alces alces، هو أكبر الأنواع الموجودة في عائلة الغزلان. يتميز الموظ بقرون الذكور العريضة والمسطحة (أو راحية اليد)؛ يمتلك أفراد العائلة الآخرون قرونًا ذات تكوين شجيري (يشبه الغصين). يسكن الموظ عادةً الغابات الشمالية والغابات المعتدلة عريضة الأوراق والمختلطة في نصف الكرة الشمالي في المناخات المعتدلة إلى شبه القطبية. تسبب الصيد والأنشطة البشرية الأخرى في انخفاض حجم موطن الموظ مع مرور الوقت. تم إعادة تقديم الموظ إلى بعض موائله السابقة. حاليًا، يتم العثور على معظم الموظ في كندا وألاسكا ونيو إنجلاند، حيث تمتلك ولاية ماين معظم الولايات الـ 48 السفلية وفينوسكانديا ودول البلطيق وروسيا. يتكون نظامهم الغذائي من النباتات الأرضية والمائية. أكثر الحيوانات المفترسة شيوعًا هي الذئب الرمادي مع الدببة والبشر. على عكس معظم أنواع الغزلان الأخرى، فإن الموظ حيوان منعزل ولا يشكل قطعانًا. على الرغم من أنه بطيء الحركة بشكل عام ومستقر، إلا أنه يمكن أن يصبح عدوانيًا ويتحرك بسرعة إذا كان غاضبًا أو مذعورًا. يتميز موسم التزاوج في الخريف بمعارك قوية بين الذكور الذين يتنافسون على الأنثى.,1,نعم.,1,1
669,هل يوجد في جسم الإنسان نظام كانابينويد؟,نظام endocannabinoid (ECS) هو نظام بيولوجي يتكون من endocannabinoids، وهي ناقلات عصبية رجعية داخلية تعتمد على الدهون وترتبط بمستقبلات cannabinoid، وبروتينات مستقبلات cannabinoid التي يتم التعبير عنها في جميع أنحاء الجهاز العصبي المركزي للثدييات (بما في ذلك الدماغ) والجهاز العصبي المحيطي. . ويشارك نظام endocannabinoid في تنظيم مجموعة متنوعة من العمليات الفسيولوجية والمعرفية بما في ذلك الخصوبة، والحمل، أثناء نمو ما قبل وبعد الولادة، والشهية، والإحساس بالألم، والمزاج، والذاكرة، وفي التوسط في التأثيرات الدوائية للقنب. وتشارك ECS أيضًا في التوسط في بعض التأثيرات الفسيولوجية والمعرفية للتمرينات البدنية التطوعية لدى البشر والحيوانات الأخرى، مثل المساهمة في النشوة الناجمة عن التمرينات بالإضافة إلى تعديل النشاط الحركي والأهمية التحفيزية للحصول على المكافآت. في البشر، وجد أن تركيز البلازما لبعض أنواع الكانابينويدات الداخلية (أي الأنانداميد) يرتفع أثناء النشاط البدني؛ نظرًا لأن endocannabinoids يمكن أن تخترق بشكل فعال حاجز الدم في الدماغ، فقد اقترح أن أنانداميد، جنبًا إلى جنب مع المواد الكيميائية العصبية المبهجة الأخرى، يساهم في تطوير النشوة الناجمة عن ممارسة الرياضة لدى البشر، وهي حالة يشار إليها بالعامية باسم ارتفاع العداء.,1,نعم.,1,1
2889,هل الأعضاء غير الدائمين في مجلس الأمن يملكون حق النقض؟,"يشير ""حق النقض"" التابع لمجلس الأمن التابع للأمم المتحدة إلى سلطة الأعضاء الدائمين في مجلس الأمن التابع للأمم المتحدة (الصين وفرنسا وروسيا والمملكة المتحدة والولايات المتحدة) في استخدام حق النقض ضد أي قرار ""موضوعي"". إن امتناع أو غياب العضو الدائم عن التصويت لا يمنع من اعتماد مشروع القرار. ولا ينطبق حق النقض هذا على الأصوات ""الإجرائية""، كما يحددها الأعضاء الدائمون أنفسهم. ويمكن للعضو الدائم أيضًا منع اختيار الأمين العام، على الرغم من أن استخدام حق النقض الرسمي غير ضروري نظرًا لأن التصويت يتم خلف أبواب مغلقة.",0,لا.,0,1
