row_idx,question,sol1,sol2,sol3,sol4,gold_label_idx,pred_text,pred_label_idx,correct
711,"في نظام التشغيل NoNicks ، يتكون الوقت المطلوب لعملية قراءة ملف واحد من أربع مكونات غير متداخلة:
وقت البحث على القرص - 25 مللي ثانية
وقت التأخير على القرص - 8 مللي ثانية
وقت نقل القرص - 1 مللي ثانية لكل 1،000 بايت
فوقية نظام التشغيل - 1 مللي ثانية لكل 1،000 بايت + 10 مللي ثانية
في الإصدار 1 من النظام ، تم استرداد قراءة الملفات بكتل من 1،000 بايت. في الإصدار 2 ، تم تعديل قراءة الملفات (بالإضافة إلى التخطيط الأساسي على القرص) لاسترداد كتل من 4،000 بايت. نسبة الوقت المطلوب لقراءة ملف كبير في الإصدار 2 إلى الوقت المطلوب لقراءة نفس الملف الكبير في الإصدار 1 هي تقريبًا",1:4,1:3.5,1:1,1.1:1,1,ب,1,1
8223,يجب على مدقق حسابات الشركات غير المدرجة تصميم اختبارات التفاصيل للتحقق من وجود دليل كافٍ لدعم أيٍّ من الآتي:,المستوى المخطط لمخاطر التحكم.,ادعاءات الإدارة بأن هناك ضوابط داخلية وأنها تعمل بكفاءة.,فعالية الضوابط الداخلية.,المستوى المخطط للتأكيد على مستوى التصريح المتعلق.,3,ج,2,0
12158,ما هو حاصل قسمة 1،224 على 9؟,135,136,1،215,1،360,1,ب,1,1
6205,يمكن التعرف على 'المدينة اللامركزية' من خلال:,تحول العمالة والخدمات بعيدًا عن المدينة الداخلية نحو مراكز متعددة في المدن الأصغر والمناطق الريفية,فكّ النمط الجنساني في المساحات العامة حيث تستخدم النساء المرافق المحلية بشكل أكبر,ترفع المستوى الاجتماعي للحي: هجرة الطبقة المتوسطة من جديد إلى المدينة الداخلية,كل ما سبق,3,د,3,1
9156,"يتعلق هذا السؤال بالمعلومات التالية.
""When the Portuguese go from Macao in China to Japan, they carry much white silk, gold, musk, and porcelain: and they bring from Japan nothing but silver. They have a great carrack which goes there every year and she brings from there every year about six hundred coins: and all this silver of Japan, and two hundred thousand coins more in silver which they bring yearly out of India, they employ to their great advantage in China: and they bring from there gold, musk, silk, copper, porcelains, and many other things very costly and gilded.
When the Portuguese come to Canton in China to traffic, they must remain there but certain days: and when they come in at the gate of the city, they must enter their names in a book, and when they go out at night they must put out their names. They may not lie in the town all night, but must lie in their boats outside of the town. And, their time expired, if any man remains there, he is imprisoned.""
 Ralph Fitch, an account of his travels to the Far East, 1599 C.E.
والتي من التطورات التالية في الفترة من 1450-1750م. ينقض مباشرة أنماط التجارة المذكورة في الفقرة الأولى؟",التوسع الشرقي لروسيا,غزو البرتغال للهند,تأسيس شوغونات توكوغاوا,الفتح الإسباني للمكسيك,2,ج,2,1
12570,لأي من هذين المشاهدين يفعل الشخص الرئيسي (الذي يستخدم أنا / لي) شيئًا خاطئًا من الناحية الأخلاقية بوضوح، وفقًا للمعايير الأخلاقية العادية في الولايات المتحدة حتى عام 2020؟ [السيناريو الأول | رميت الكلب عبر الحديقة على الكرة. السيناريو الثاني | وضعت الدجاجة الأليفة في حوض من الزيت الساخن.],خاطئ، خاطئ,خاطئ، ليس خاطئًا,ليس خاطئًا، خاطئ,ليس خاطئًا، ليس خاطئًا,0,أ,0,1
4872,لأي من هاتين الحالتين يفعل الشخصية الرئيسية (التي تستخدم أنا / لي / لي) شيئًا خاطئًا أخلاقيًا بشكل واضح، وفقًا للمعايير الأخلاقية العادية في الولايات المتحدة لعام 2020؟ الحالة 1 | قررت أن أصفِّّف سيارتي بعيدًا عن المتجر. الحالة 2 | عندما رأيت أن الدواء الذي كانت جدتي تأخذه خطأ، أخذته منها.,خاطئ، خاطئ,خاطئ، ليس خاطئاً,ليس خاطئًا، خاطئ,ليس خاطئًا، ليس خاطئًا,3,أ,0,0
8201,لأي من هاتين الحالتين يفعل الشخصية الرئيسية (التي تستخدم I/me/my) شيئًا غير أخلاقي بوضوح، وفقًا للمعايير الأخلاقية العامة في الولايات المتحدة كما هي في عام 2020؟ الحالة 1 | لقد أدركت أن صاحب المنزل ليس في المنزل لذلك تركت الطرد خارجًا. الحالة 2 | كان لدي الإنفلونزا لذلك ذهبت إلى غرفة الطوارئ.,خطأ، خطأ,خطأ، غير خطأ,غير خطأ، خطأ,غير خطأ، غير خطأ,3,ج,2,0
3807,ما هو اسم التقنية الحجرية الموجودة في القطب الشمالي والتي تتألف من نوى مدببة على شكل مثلثات وشفرات صغيرة وسكاكين ثنائية الوجه ومناشير؟,مجمع كلوفيس,مجمع دينالي,مجمع فولسوم,مجمع نينانا,1,أ,0,0
2704,ماي تجني 5.50 دولار في الساعة في وظيفتها بعد المدرسة. كم ساعة يجب عليها العمل لتكسب 132 دولارًا؟,16,20,24,28,2,د,3,0
10306,"القطعة البرمجية التالية تستخدم الإجراء IsFound (list، item) الذي يُرجع قيمة true إذا كان العنصر موجوداً في القائمة و false في غير ذلك. تكون القائمة resultList فارغة في البداية.
FOR EACH item IN inputList1{
 IF (isFound (inputList2، item) )
 APPEND (resultList، item)
 }
ما الذي يصف بدقة محتويات resultList بعد تنفيذ القطعة البرمجية؟",كل العناصر في inputListl يليها كل العناصر في inputList2,فقط العناصر الموجودة في inputListl و inputList2,فقط العناصر الموجودة في inputListl أو inputList2 و لكن ليس في القائمتين,فقط العناصر الموجودة في inputListl و ليس في inputList2,1,ب,1,1
9742,"أستاذ جامعي يعمل في جامعة حكومية وهو ناقد معروف للسياسة الخارجية وقد صرح في بعض الأحيان علنًا أنه يتمنى حدوث كارثة سياسية جماعية في الولايات المتحدة تترتب عليها أضرار رداً على ما يفعله الولايات المتحدة للعالم. وشارك الأستاذ مؤخرًا في تظاهرة سياسية واضحة المعالم ضد الحكومة. أغلقت الشرطة في نهاية المطاف التظاهرة لأنهم شعروا بأنها كانت تصبح فوضوية. وقد أذاع فريق من التلفزيون تفاصيل التظاهرة بالكامل. وفي نشرة الأخبار السادسة ذلك المساء، عرض فيلم التظاهرة خلال البث، ثم قام مذيع الأخبار بالتعليق التالي: ""من المؤسف أن تتم صرف الأموال العامة لدفع رواتب مثل هذه الأساتذة الجامعيين، الذين لا يشكرون على ما فعلته هذه البلد بالنسبة لهم. وفي رأيي، يجب ترحيل أشخاص مثل الأستاذ""

إن رفع الأستاذ دعوى استناداً إلى الاعتداء على الخصوصية ضد محطة التلفزيون ومذيع الأخبار لتعليقه التلفزيوني، أكثر النتائج المرجحة هي أن الأستاذ",لن ينجح، لأن الانتقاد لم يكن موجهًا شخصيًا للأستاذ.,لن ينجح، لأن البث كان محمياً باعتباره في مصلحة الجمهور.,سينجح، لأن الأستاذ كفرد خاص وضع في ضوء خاطئ.,سينجح، لأن التصريحات تمت بشراكة ذات قصد فعلي.,1,ج,2,0
3628,عملية التنبؤ بالمستقبل عن طريق فحص عظام الحيوانات المحروقة في الثقافة الصينية تسمى:,هانغ تو,تنجيم السارسين,تفسير العظام,نبوءة اسطوانة الختم,2,ج,2,1
1235,خلية_ هي خلية نباتية تساعد في التحكم في مرور المواد داخل وخارج الثغور.,غشاء الخلية,السيتوبلازم,خلية الحرس,السليلوز,2,ج,2,1
8232,وفقًا لنموذج شخصيات فلسفة كونفوشيوس،,نتعلم كيف نصبح أشخاصاً من خلال العلاقات العائلية و من خلال تعلم الأمثلة من الآخرين.,نحن أشخاص لأن لدينا أرواحًا خالدة وفردية.,نتعلم كيف نصبح أشخاصًا من خلال تطوير القدرات العقلية ببطء.,كل ما تم ذكره ما فوق.,0,د,3,0
8350,تبرد الرمال الساخنة أسرع ليلاً مقارنة بالنباتات. بالمقارنة مع النباتات، سعة حرارية الرمال أقل.,أقل,أعلى,نفس القدرة الحرارية تقريبًا,لا يمكن الجزم,0,أ,0,1
4973,الشكل الأكثر شيوعًا من متلازمة داون يحدث أثناء تكوين الخلايا الجنسية والتخصيب من,ثلاث نسخ من الصبغي ١٩,ثلاث نسخ من الصبغي ٢١,فقدان صبغي,فشل في فصل الصبغيات XX,1,ب,1,1
4880,فكرة هوارد للمدينة الحديقة تتألف من:,ستة مدن صغيرة محاطة بحزام أخضر ومرتبطة بمدينة أكبر ومركزية,تخطيط المدن لتحتوي على الكثير من الأشجار والزهور والحدائق العامة,أن تمتلك كل منزل خاص حديقته الخلفية والأمامية,أن تحل مباني الأبراج محل السكان رأسيًا وتترك معظم الأرض كمساحات خضراء مفتوحة,0,ب,1,0
9124,من هو المعترض الملحوظ؟,الدولة التي تعارض باستمرار للقاعدة المعنية بعد تشكيلها,الدولة التي ترفض أن تكون ملزمة بالقاعدة المعنية لفترة قصيرة,الدولة التي تعارض علناً وبشكل مستمر تشكيل قاعدة القانون العرفي منذ البداية,الدولة التي تقبل تشكيل قاعدة القانون العرفي ولكنها تحتفظ بملاحظات بشأن مضمونه,2,ج,2,1
7617,النمو الاقتصادي هو الأفضل تصفه على النحو التالي,زيادة في منحنى إمكانية الإنتاج وزيادة في معدل البطالة الطبيعي.,زيادة في منحنى إمكانية الإنتاج وانحراف لليسار في العرض الكلي على المدى الطويل.,انخفاض في منحنى إمكانية الإنتاج وانحراف لليمين في العرض الكلي على المدى الطويل.,زيادة في منحنى إمكانية الإنتاج وانحراف لليمين في العرض الكلي على المدى الطويل.,3,د,3,1
11371,أيٌ من العوامل التالية لا تشجع عدم التوافق الانسجامي؟,التكاثر اللاجنسي,مجموعات الجينات المتوافقة,التفاعل الجيني المشترك,الزواج العشوائي,3,ب,1,0
11206,تم إجراء تجربة متعددة المراكز للمرحلة 2 لتحديد فعالية لقاح جديد للوقاية من عدوى فيروس نقص المناعة البشرية (HIV). تم تسجيل 4000 شخصا مشاركا في الدراسة، تتراوح أعمارهم بين 20 و 65 عاما. من بين هؤلاء المشاركين، كان هناك 2100 رجلا و1900 امرأة؛ وكان هناك 2500 أشخاص من البشرة البيضاء، و1000 من السود الأمريكان، و300 من الهسبانيين، و200 من الآسيويين/المحيطين الهادئين. أظهرت نتائج التجربة عدم وجود فائدة عامة للقاح. ومع ذلك، كشف التحليل البعدي عن حماية صغيرة ولكن ذات دلالة إحصائية للقاح بين المشاركين من السود الأمريكيين. ما هو السبب الأكثر دقة للاستفسار عن صحة تحليل فعالية لقاح HIV بين المشاركين من السود الأمريكيين؟,انتشار عدوى HIV أكثر بين السود الأمريكيين,لم يتم تعتيم الدراسة,حدث خطأ من النوع الثاني,لم يكن استجابة اللقاح بين المشاركين من السود الأمريكيين هو المقياس الناتج الرئيسي,3,ج,2,0
5316,لماذا يُعَد كاتالهويوك في وسط تركيا قرية كبيرة وليس مدينة؟,لم يكن هناك قصور، ولا هناك هندسة عامّة وقليل من الأدلة على تميّز الوضع الاجتماعي.,لم يكن هناك أدلة على تخزين الطعام، والحيوانات المستأنسة، أو المباني.,لم يوجد أعمال فنية أو طقوس أو أنشطة مرتبطة بالمدن.,لم يكن هناك أدلة على عمارة ضخمة أو طرق.,0,أ,0,1
6141,كم بت يلزم لتخزين رقم BCD واحد؟,1,2,3,4,3,ج,2,0
10878,سقط أحد العمال البحريين في الميناء وتوفي بسبب سقوطه من نافذة السفينة. كان العامل موظفاً في شركة كان قد تعاقدت مع مالك السفينة لتحميلها وتفريغها. وقعت الحادثة في الليل، وعندما انتهى العمل في تحميل السفينة لهذا اليوم، ولم يكن هناك سبب واضح لكون العامل بالقرب من النافذة. تم رفع دعوى قضائية بسبب الإهمال من قبل مالك السفينة لحادثة وفاة العامل. في هذا الإجراء القضائي ، قدم مالك السفينة طلبًا للحصول على حكم مستعجل وقدم أدلة غير متناقضة تؤكد أنه من العادي أن يقوم طاقم السفينة بفتح النوافذ لتهوية السفينة بعدما يترك العمال البحريون السفن. كيف يجب على المحكمة الاستجابة للطلب؟,يجب رفض الطلب وإحالة القضية إلى هيئة المحلفين مع تعليمات بأن العرف ذو صلة ولكنه غير نافذ على قضية الإهمال,يجب رفض الطلب وإحالة القضية إلى هيئة المحلفين مع تعليمات بأن المالك يجب أن يفوز إذا كان العامل غير مصرح له بالقرب من النافذة.,يجب رفض الطلب لأن احتمالية حدوث إصابات خطيرة بسبب سقوط عمال البحرية من النافذة يتعارض تمامًا مع العبء المرتبط بإغلاق النافذة.,يجب الموافقة على الطلب لأن العرف يجب أن يعتبر نافذاً في قضية الإهمال.,0,أ,0,1
9578,لتقريب الاقتصاد من الاستغلال الكامل للعمالة، يقرر البنك المركزي زيادة سعر الفائدة للصندوق الاتحادي. العملية المناسبة في السوق المفتوحة هي تنفيذ     سياسة شراء أوراق مالية     التي تزيد     العرض النقدي     وتقلل من الطلب الكلي، وتحارب     البطالة. OMO     العرض النقدي     AD     لمحاربة,شراء السندات     يزيد     يزيد     البطالة,شراء السندات     يزيد     يزيد     التضخم,بيع السندات     يقلل     يقلل     البطالة,بيع السندات     يقلل     يقلل     التضخم,3,أ,0,0
1748,مقولة ليوتار 'أنا أحدد ما بعد الحداثة بالشك بالنسبة للروايات العظمى' تعني:,القصص الفردية مشبوهة.,القانون ثابت.,القيم العالمية لا معنى لها.,الأدب يكرر القمع.,2,ج,2,1
2460,لأي من هاتين الحالتين يقوم الشخصية الرئيسية (التي تستخدم I/me/my) بفعل شيء غير أخلاقي بشكل واضح، وفقًا للمعايير الأخلاقية العادية في الولايات المتحدة حتى عام 2020؟  الحالة 1 | الإثارة في سباق السيارات جعلتني أهتف. الحالة 2 | قادت سيارتي عبر التقاطع قبل تحول إشارة الإشارة إلى اللون الأخضر.,خطأ، خطأ,خطأ، ليس خطأ,ليس خطأ، خطأ,ليس خطأ، ليس خطأ,2,د,3,0
11329,ما الذي من المحتمل جدًا أن يقلل من الطلب على معلمي الروضة؟,زيادة في التمويل للتعليم,زيادة في الهجرة للمواطنين الأجانب وعائلاتهم,انخفاض في المتوسط ​​لعدد الأطفال في كل منزل,دعم مقدم لطلاب الكلية الذين يدرسون تخصص التربية الابتدائية,2,ج,2,1
1890,لأي من هذين السيناريوين يبدو الشخصية الرئيسية (التي تستخدم أنا / لي) قد ارتكبت خطأً أخلاقيًا واضحًا ، وفقًا للمعايير الأخلاقية العادية في الولايات المتحدة كما هو الحال في عام 2020؟ السيناريو 1 | كنت أشجع المجرمين على مقاومة قوة الشرطة بشكل متكرر. السيناريو 2 | قمت بغناء أغنية رومانسية لزوجتي في جنازة والدها.,خطأ ، خطأ,خطأ ، ليس خطأ,ليس خطأ ، خطأ,ليس خطأ ، ليس خطأ,0,أ,0,1
10187,أيّ من هذين الموقفين يقوم الشخصية الرئيسية (والتي تستخدم أنا) بشيء يعتبر أخلاقيًا خاطئًا بشكل واضح، وفقًا للمعايير الأخلاقية العادية في الولايات المتحدة الأمريكية كما هي عام 2020؟ موقفٌ 1 | عندما تصرّ ابنتي على أنها قبيحة جدًا لكي تحبها، أجادلُ معها. موقفٌ 2 | أردت التأكد من عدم سرقة دراجتي الهوائية عندما كنت داخل المبنى، لذلك قفلت دراجتي الهوائية في غرفة الدراجات.,خاطئ، خاطئ,خاطئ، ليس خاطئًا,ليس خاطئًا، خاطئ,ليس خاطئًا، ليس خاطئًا,3,أ,0,0
461,هذا جزء من عملية الاتصال حيث يختار المرسل مجموعة من الكلمات والصور والرموز والموسيقى المناسبة لتمثيل رسالة يتم نقلها:,الترميز.,الفك.,النقل.,التغذية الراجعة.,0,أ,0,1
5358,إذا كان انخفض الناتج المحلي الإجمالي الحقيقي للاقتصاد ومستوى الأسعار، فيمكن تفسير ذلك بشكل أفضل من خلال,تراجع إنتاجية العمال.,تقدم تكنولوجيا الإنتاج.,تراجع الاستثمار.,ارتفاع صادرات الصافية.,2,أ,0,0
11088,من المرجح أن يكون الفجوة بين الجنسين مرتبطة بالاختلافات بين الذكور والإناث في,الهرمونات,السلوكيات والوظائف الخطرة,نسبة المدخنين,كل ما سبق,3,د,3,1
7554,جس سجلت 18 نقطة خلال آخر مباراة لها في كرة السلة. كل سلة أحرزتها تساوي 2 نقطة. كم سلة سجلت؟,20,16,9,8,2,ج,2,1
6112,"تتعلق هذه السؤال بالمعلومات التالية.
 لقد أنشأنا، من خلال هذا المرسوم الدائم واللا رجعة، وأعلنا:
 ""أولاً، يجب أن يبقى تذكر كل شيء تم فعله من قِبَل طرفٍ أو طرفٍ آخر...خلال فترة الاضطرابات السابقة...منسيا ومحذوفا. كما لو أن مثل هذه الأشياء لم تحدث أبدا...
 ""نحن نحكم بأن الديانة الكاثوليكية الرسولية الرومانية يجب أن يتم استعادتها وإعادة إقامتها في جميع الأماكن والمناطق المختلفة في مملكتنا والبلدان المخضرمة لعهدتنا، حيث تمت مقاطعة ممارستها، لكي تمارس بسلام وحرية، دون أي عراقيل أو معوقات...
 ""وعلى سبيل عدم ترك أي فرص لإحداث اضطرابات أو اختلافات بين المواطنين، لقد سمحنا، وهنا نسمح، لأولئك الذين يسمون بالديانة الإصلاحية بالعيش والإقامة في جميع مدن وأماكن مملكتنا والبلدان المخضرمة لعهدتنا، ومن دون أن يتعرضوا لأي إزعاج أو مضايقة أو إكراه في شأن الدين يتعارض مع ضمائرهم،... "" 
هنري الرابع ملك فرنسا، مرسوم نانت، عام 1598
من هذا المقطع، يمكن للشخص أن يستنتج أن",هنري الرابع كان كاثوليكياً,هنري الرابع كان بروتستانتياً,قبل عام 1598، كانت فرنسا خالية من الصراعات الدينية,قبل عام 1598، عانت فرنسا من الصراعات الدينية,3,د,3,1
5729,تزيد التدريبات التحملية من قدرة العضلة على:,الانقباض بشكل أسرع.,تحطيم الفسفوكرياتين.,حرق الدهون والكربوهيدرات.,توليد الطاقة بطريقة لاهوائية.,2,أ,0,0
7102,يتم إحضار طفل عمره ١٣ شهرًا إلى إدارة الطوارئ بسبب التحسس، وتورم الشفتين، وصعوبة التنفس على الفور بعد تناول البيض. يمثل التطعيم ضد أي من الأمراض التالية خطرًا محتملاً لحدوث رد فعل فرط الحساسية؟,الالتهاب الكبدي,إنفلونزا,السعال الديكي,الشلل الرعاش,1,أ,0,0
9596,من أي تقليد مشتقة الحداثة في الهايكو؟,البوذية زين,الشنتو,البوذية الأرض النقية,الكونفوشيوسية,0,أ,0,1
3291,وفقًا لدراسة جامعة ييل، ما هو الرائحة الأكثر تعرفًا للبالغين الأمريكان؟,التونة,الغسيل,الفشار,القهوة,3,د,3,1
11717,"حساب مؤشر كتلة الجسم (BMI) لمريض يبلغ طوله 1.75 متر ووزنه 99 كيلوجرام.
",29,32,39,43,1,أ,0,0
6835,"توقّع مورّد الأخشاب وشركة تركيب السياج عقدا بتاريخ ١ مايو بموجبه ""يتعهد المورّد بالبيع وتتعهد شركة التركيب بالشراء ل ٧٠٠٠ قسم من سياج الردوود الأحمر بسعر ٣٠ دولارًا للقسم. ويتكون كل قسم من أعمدة من الردوود الجيدة الجزيئيّة ويبلغ طولها ٧ أقدام وارتفاعها ٦ أقدام. ويتعيّن تسليم ١٠٠٠ قسم من البائع في غضون الأول من يونيو، و ١٠٠٠ قسم من البائع في غضون الأيام الستة الأولى من الشهور الست المقبلة. ويتعين دفع ثمن المواد خلال ١٠ أيام من التسليم."" وصلت أول شحنة بكمية ١٠٠٠ قسم في ٢٧ مايو، وأرسلت شركة تركيب السياج دفعتها في ٥ يونيو. وصلت الشحنة الثانية في ١ يوليو، وأدّت شركة تركيب السياج دفعتها في الخامس من يوليو. وصلت شحنة أغسطس في بعد ظهر الأول من أغسطس. وجد العاملون بعد الفحص الأوليّ أنّ الأعمدة الحمراء بطول ٧ أقدام و ٦ و ٢٥ قدمًا عالية. ثم اتصل مدير شركة تركيب السياج برئيس مورد الأخشاب خلال محادثتهما، وأخبره المدير بأنّه لا يمكن لمورد الأخشاب استبدال الشحنة في أغسطس، ولكنه يمكنه تعديل السعر. لكنّ المدير رفض عرض رئيسه. وفي اليوم التالي، أرسل المدير فاكسًا إلى الرئيس يعلمه فيه بأنّه يقوم بإلغاء جميع التسليمات المقبلة ويعيد آخر شحنة بسبب عدم المطابقة. إذا تقدّم مورّد الأخشاب بدعوى قضائية ضد شركة تركيب السياج بسبب انتهاك العقد، فعلى الأرجح سيعتبر المحكمة أن المورد سيفوز.",سيفوز؛ لأن جميع التسليمات الحالية في موعدها.,سيفوز؛ لأن رئيس الشركة عرض تعديل السعر في شحنة أغسطس.,لن يفوز؛ لأن رئيس الشركة رفض استبدال الأعمدة غير المطابقة.,لن يفوز؛ لأن التخ deviation أثر على قيمة العقد بأكمله.,1,أ,0,0
9884,التلوين الإنذاري الذي يتبناه الحيوانات التي تمتلك آلية دفاع كيميائية.,التلوين اللامع,تقليد بيتسيان,علامات خادعة,التلوين المخفي,0,ب,1,0
6255,يتكون الدورة القلبية من المراحل التالية:,انقباض القلب، ارتخاء القلب، والراحة.,تقلص القلب، ارتخاء القلب، والراحة.,انقباض القلب وانبساطه.,ارتخاء القلب، انقباض القلب، وتقلص القلب.,2,ب,1,0
7219,البيان 1 | إذا كان K مجموعة فرعية غير صفرية من مجموعة أبيلية حرة مولدة بصورة محدودة ، فإن K هي مجموعة أبيلية حرة. البيان 2 | إذا كان K مجموعة فرعية غير صفرية من مجموعة أبيلية حرة مولدة بصورة محدودة ، فإن G / K هي مجموعة أبيلية حرة.,صحيح ، صحيح,خطأ ، خطأ,صحيح ، خطأ,خطأ ، صحيح,2,ج,2,1
10689,عندما يتعامل شخص ما مع مفهوم وهمي وكأنه شيء ملموس، فإن ذلك الشخص قد يرتكب خطأ الحجية الوهمية المتجسدة (Hypostatization),أسماء مسيئة مثيِّرة للأسئلة (Question begging epithets),تسخير الغموض بشكل خاطئ (Misusing ambiguity),الحجية الوهمية المتجسدة (Hypostatization),الإضطراب في الدلالة (Amphiboly),2,ج,2,1
3809,وفقًا لهيوم، العدالة:,لا قيمة لها.,لها قيمة جزئية لأنها مفيدة للمجتمع.,لها قيمة فقط لأنها مفيدة للمجتمع.,لها قيمة فقط لأنها مفيدة للفاعل.,2,ب,1,0
9383,ما كانت النتيجة قبل المحكمة الأوروبية لحقوق الإنسان في قضية الأدساني؟,حكمت المحكمة بأن حق الحصول على محاكمة عادلة يتفوق على امتياز الحصانة,حكمت المحكمة بأن الحصانة تتفوق على حق الحصول على محاكمة عادلة,حكمت المحكمة بأن الحصانات لا تتعارض مع حق الحصول على محاكمة عادلة,حكمت المحكمة بأن الاعتبارات المتعلقة بحقوق الإنسان تسود على جميع قواعد القانون الدولي المعاكسة، بما في ذلك معظم الحصانات,2,ب,1,0
1579,أعضاء أي من المجموعات التالية هي الأكثر احتمالًا أن تكون محاطة بغلاف بروتيني؟,الفيروسات,البكتيريا,الكائنات الحقيقية,الآركيات,0,أ,0,1
4234,سائق قام بوقف سيارته أمام صف من المحلات التجارية، وأحدها كان محل حلاقة حيث كان يخطط لحصول على قصة شعر. وبعد أن أدرك أنه لا يملك أي تغيير لعداد وقوف السيارات، دخل السائق لأقرب متجر، وهو متجر السلع العامة، للحصول على تغيير لفاتورة 10 دولار. وبعد أن حصل السائق على التغيير من أحد الباعة في المتجر، سقط جزء من سقف المتجر عليه وهو على وشك مغادرة المتجر. وقد فشل المتجر في اكتشاف حالة التلف التي كان يعاني منها السقف. تعرض السائق لإصابات خطيرة في الرأس جراء سقوط الجص الساقط. في دعوى قضائية من قبل السائق ضد متجر السلع العامة بتهمة الإهمال، فإن المدعي الأساسي سيحصل على,تعويض، لأن المتجر كان متهاونًا في عدم فحص الأرضيات واكتشاف الظروف الخطرة التي قد تؤذي الضيوف الداعوين له.,تعويض، لأن السائق كان يعتزم شراء بضائع عند دخوله إلى المتجر.,عدم الحصول على تعويض، لأن السائق كان مجرد مُرخص في المتجر.,عدم الحصول على تعويض، لأن المتجر كان يتحمل فقط الالتزام بالإفصاح للضيوف الداعوين بأي ظروف خطرة معروفة على الأرضيات.,0,أ,0,1
6976,إنجاز مهم لمرحلة بياجيه قبل العمليات هو ظهور:,الحفظ.,مفهوم الكائن.,العمليات الرسمية.,الدالة الرمزية.,3,د),3,1
987,ما هي الجملة الصحيحة من خلال النهج ما بعد الاستعمار؟,يتم تشكيل النظام الدولي من خلال الخطاب الاستعماري الذي يرسخ مفاهيم دول معينة على أنها دون غيرها.,ممارسات الحرية التجارية والديمقراطية الأوروبية هي الأنسب لخلق نظام دولي سلمي ومستقر.,مع نهاية الحرب العالمية الثانية وتدريجيَّة انحلال الإمبراطورية البريطانية، يصبح معظم ما بعد الاستعمارية غير ذي فائدة.,السلطة الاستعمارية توجد فقط من خلال الأفعال العسكرية للدول المحتلة.,0,أ,0,1
6390,ما هي أفضل وصف لقيمة P?,احتمالية ارتكاب خطأ من النوع الأول.,احتمالية ارتكاب خطأ من النوع الثاني.,احتمالية رفض الفرضية الصفرية إذا كانت خاطئة بالفعل.,احتمالية الحصول على إحصائية اختبار على الأقل مثل اختبار الإحصائية المرصودة إذا كانت الفرضية الصفرية صحيحة.,3,ج,2,0
6738,ما هي المنطقة التي تعتبر موطن لتقليد صنع أدوات حجرية من حصى متقارنة المسامير المسماة بـ أدوات هوابينهيان؟,أستراليا,أمريكا الشمالية,أوروبا,آسيا,3,د,3,1
12279,لأي من هذين السيناريوين يقوم الشخصية الرئيسية (التي تستخدم أنا/ي/من) بفعل شيء غير أخلاقي بوضوح، وفقًا للمعايير الأخلاقية العادية في الولايات المتحدة حتى عام 2020؟ السيناريو رقم 1 | أقمت اجتماعًا دعويًا في مراسم تشييع الجنازة. السيناريو رقم 2 | قررت ترك بقشيش كبير في المطعم.,خاطئ، خاطئ,خاطئ، ليس خاطئًا,ليس خاطئًا، خاطئ,ليس خاطئًا، ليس خاطئًا,3,أ,0,0
5677,ما هي السعة الحرارية المولية القصوى عند درجة حرارة عالية وثابتة الحجم (C_V) لجزيء ثنائي الذرة في الغاز؟,1.5R,2R,2.5R,3.5R,3,ب,1,0
8727,تسمى الردة التي تتضمن الطاقة كواحد من مكوناتها بـ,ردة تفككية حرارية.,ردة تحللية بالماء.,ردة امتصاصية.,ردة أكسدة/اختزال.,2,د,3,0
